ID PDC local_x,Statut du Point de charge,Arrondissement_x,ID Station local,ID Station itinérance,Nom station,Code INSEE commune_x,Type implantation,Nombre point de recharge,Date mise à jour,Conditions d'accès,Adresse station_x,Paiement CB,Tarification,Date mise en service,Accessibilité PMR,Restriction gabarit,Stationnement 2 roues,Puissance max KW,Horaires,Statut du point de recharge,URL Description Point de charge,Heure mise à jour,latitude,longitude
FR*V75*E9006*02*3,En service,06e Arrondissement,FR*V75*P9006*02,FRV75P900602,Paris | Rue de Medicis 11,75106.0,Voirie,3,2021-09-23,Accès libre,11 Rue de Medicis 75006 Paris,False,https://belib.paris,2021-04-14,Non accessible,aucune restriction,False,22.0,24/7,En maintenance,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*11*6,2022-06-13T04:30:01+02:00,48.84824,2.339865
FR*V75*E9009*01*2,En service,09e Arrondissement,FR*V75*P9009*01,FRV75P900901,Paris | Boulevard de Clichy 31,75109.0,Voirie,3,2021-09-23,Accès libre,31 Boulevard de Clichy 75009 Paris,False,https://belib.paris,2021-03-15,Non accessible,aucune restriction,False,4.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*6,2022-06-13T04:30:01+02:00,48.88264,2.335728
FR*V75*E9013*04*1,En service,13e Arrondissement,FR*V75*P9013*04,FRV75P901304,Paris | Rue de l'Amiral Mouchez 77,75113.0,Voirie,3,2021-09-23,Accès libre,77 Rue de l'Amiral Mouchez 75013 Paris,False,https://belib.paris,2021-03-15,Non accessible,aucune restriction,False,22.0,24/7,En maintenance,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*05*2,2022-06-13T04:30:01+02:00,48.82085,2.343626
FR*V75*E9014*03*3,En service,14e Arrondissement,FR*V75*P9014*03,FRV75P901403,Paris | Boulevard Edgar Quinet 9,75114.0,Voirie,3,2021-09-23,Accès libre,9 Boulevard Edgar Quinet 75014 Paris,False,https://belib.paris,2021-03-15,Non accessible,aucune restriction,False,22.0,24/7,En maintenance,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*02*1,2022-06-13T04:30:01+02:00,48.841198,2.323891
FR*V75*E9016*06*1,En service,16e Arrondissement,FR*V75*P9016*06,FRV75P901606,Paris | Avenue Victor Hugo 45,75116.0,Voirie,3,2021-09-23,Accès libre,45 Avenue Victor Hugo 75016 Paris,False,https://belib.paris,2021-03-15,Non accessible,aucune restriction,False,22.0,24/7,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*05*4,2022-06-13T04:30:01+02:00,48.871464,2.289894
FR*V75*E9018*02*3,En service,18e Arrondissement,FR*V75*P9018*02,FRV75P901802,Paris | Rue Caulaincourt 103,75118.0,Voirie,3,2021-09-23,Accès libre,103 Rue Caulaincourt 75018 Paris,False,https://belib.paris,2021-03-15,Non accessible,aucune restriction,False,22.0,24/7,En maintenance,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*02*2,2022-06-13T04:30:01+02:00,48.889732,2.33891
FR*V75*E9019*01*2,En service,19e Arrondissement,FR*V75*P9019*01,FRV75P901901,Paris | Avenue de Flandre 10,75119.0,Voirie,3,2021-09-23,Accès libre,10 Avenue de Flandre 75019 Paris,False,https://belib.paris,2021-03-15,Non accessible,aucune restriction,False,4.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*3,2022-06-13T04:30:01+02:00,48.88472,2.369961
FR*V75*EPX02*02*3,En service,Paris centre,FR*V75*PPX02*02,FRV75PPX0202,Paris | Rue d'Alexandrie 7,75102.0,Voirie,4,2021-09-23,Accès libre,7 Rue d'Alexandrie 75002 Paris,True,https://belib.paris,2021-05-19,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*4,2022-06-13T04:30:01+02:00,48.868008,2.3508835
FR*V75*EPX20*01*3,En service,20e Arrondissement,FR*V75*PPX20*01,FRV75PPX2001,Paris | Rue de la Plaine 25,75120.0,Voirie,6,2021-09-23,Accès libre,25 Rue de la Plaine 75020 Paris,True,https://belib.paris,2021-05-19,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*5,2022-06-13T04:30:01+02:00,48.85006,2.4019644
FR*V75*EPX04*03*2,En service,Paris centre,FR*V75*PPX04*03,FRV75PPX0403,Paris | Rue Malher 13,75104.0,Voirie,3,2021-09-23,Accès libre,13 Rue Malher 75004 Paris,True,https://belib.paris,2022-10-25,Non accessible,aucune restriction,False,7.0,24/7,En maintenance,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*02*3,2022-06-13T04:30:01+02:00,48.85648,2.361378
FR*V75*EPX04*04*2,En service,Paris centre,FR*V75*PPX04*04,FRV75PPX0404,Paris | Boulevard Bourdon 9,75104.0,Voirie,6,2021-09-23,Accès libre,9 Boulevard Bourdon 75004 Paris,True,https://belib.paris,2021-05-28,Non accessible,aucune restriction,False,7.0,24/7,En maintenance,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*04*1,2022-06-13T04:30:01+02:00,48.848423,2.366004
FR*V75*EPX05*04*4,En service,05e Arrondissement,FR*V75*PPX05*04,FRV75PPX0504,Paris | Rue Monge  99,75105.0,Voirie,5,2021-09-23,Accès libre,495 Rue Monge 75005 Paris,True,https://belib.paris,2021-06-04,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*1,2022-06-13T04:30:01+02:00,48.841064,2.352048
FR*V75*EPX07*05*1,En service,07e Arrondissement,FR*V75*PPX07*05,FRV75PPX0705,Paris | Rue Duroc  2,75107.0,Voirie,7,2022-09-27,Accès libre,2 Rue Duroc 75007 Paris,True,https://belib.paris,2021-06-30,Réservé PMR,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*2,2022-06-13T04:30:01+02:00,48.84828,2.315725
FR*V75*EPX07*05*3,En service,07e Arrondissement,FR*V75*PPX07*05,FRV75PPX0705,Paris | Rue Duroc  2,75107.0,Voirie,7,2022-09-27,Accès libre,2 Rue Duroc 75007 Paris,True,https://belib.paris,2021-06-30,Non accessible,aucune restriction,True,3.0,24/7,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*09*5,2022-07-21T04:30:02+02:00,48.84828,2.315725
FR*V75*EPX12*02*6,En service,12e Arrondissement,FR*V75*PPX12*02,FRV75PPX1202,Paris | Rue du Charolais 2,75112.0,Voirie,6,2022-09-27,Accès libre,2 Rue du Charolais 75012 Paris,True,https://belib.paris,2021-07-01,Non accessible,aucune restriction,False,7.0,24/7,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*09*4,2022-07-21T04:30:02+02:00,48.83919,2.387853
FR*V75*EPX20*03*2,En service,20e Arrondissement,FR*V75*PPX20*03,FRV75PPX2003,Paris | Rue Sorbier  14,75120.0,Voirie,6,2022-09-27,Accès libre,14 Rue Sorbier 75020 Paris,True,https://belib.paris,2021-11-25,Non accessible,aucune restriction,False,7.0,24/7,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*09*6,2022-07-21T04:30:02+02:00,48.86732,2.3906963
FR*V75*EPX20*03*6,En service,20e Arrondissement,FR*V75*PPX20*03,FRV75PPX2003,Paris | Rue Sorbier  14,75120.0,Voirie,6,2022-09-27,Accès libre,14 Rue Sorbier 75020 Paris,True,https://belib.paris,2021-11-25,Non accessible,aucune restriction,False,7.0,24/7,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*09*1,2022-07-21T04:30:02+02:00,48.86732,2.3906963
FR*V75*EPX11*02*1,En service,11e Arrondissement,FR*V75*PPX11*02,FRV75PPX1102,Paris | Rue de la Roquette  162,75111.0,Voirie,7,2021-09-23,Accès libre,162 Rue de la Roquette 75011 Paris,True,https://belib.paris,2021-07-08,Non accessible,aucune restriction,False,7.0,24/7,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*09*2,2022-07-21T04:30:02+02:00,48.858604,2.384125
FR*V75*EPX11*02*2,En service,11e Arrondissement,FR*V75*PPX11*02,FRV75PPX1102,Paris | Rue de la Roquette  162,75111.0,Voirie,7,2021-09-23,Accès libre,162 Rue de la Roquette 75011 Paris,True,https://belib.paris,2021-07-08,Réservé PMR,aucune restriction,False,7.0,24/7,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*09*3,2022-07-21T04:30:02+02:00,48.858604,2.384125
FR*V75*EPX09*12*5,En service,09e Arrondissement,FR*V75*PPX09*12,FRV75PPX0912,Paris | Rue Paul Escudier  2,75112.0,Voirie,6,2021-09-23,Accès libre,2 Rue Paul Escudier 75012 Paris,True,https://belib.paris,2021-06-25,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*4,2022-09-23T04:30:02+02:00,48.880573,2.3317547
FR*V75*EPX12*04*1,En service,12e Arrondissement,FR*V75*PPX12*04,FRV75PPX1204,Paris | Rue de Charenton  251,75112.0,Voirie,5,2021-09-23,Accès libre,251 Rue de Charenton 75012 Paris,True,https://belib.paris,2021-06-11,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*2,2022-09-23T04:30:02+02:00,48.83641,2.3922555
FR*V75*EPX11*04*1,En service,11e Arrondissement,FR*V75*PPX11*04,FRV75PPX1104,Paris | Avenue Philippe Auguste 126,75111.0,Voirie,5,2021-09-23,Accès libre,126 Avenue Philippe Auguste 75011 Paris,True,https://belib.paris,2021-06-24,Réservé PMR,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*3,2022-09-23T04:30:02+02:00,48.857796,2.390264
FR*V75*EPX11*05*3,En service,11e Arrondissement,FR*V75*PPX11*05,FRV75PPX1105,Paris | Boulevard Voltaire  8,75111.0,Voirie,2,2021-09-23,Accès libre,8 Boulevard Voltaire 75011 Paris,True,https://belib.paris,2022-06-30,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*6,2022-09-23T04:30:02+02:00,48.865765,2.3664377
FR*V75*EPX11*07*1,En service,11e Arrondissement,FR*V75*PPX11*07,FRV75PPX1107,Paris | Rue du Commandant Lamy 2,75111.0,Voirie,4,2021-09-23,Accès libre,2 Rue du Commandant Lamy 75011 Paris,True,https://belib.paris,2021-06-23,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*1,2022-09-23T04:30:02+02:00,48.85579,2.374203
FR*V75*EPX11*07*2,En service,11e Arrondissement,FR*V75*PPX11*07,FRV75PPX1107,Paris | Rue du Commandant Lamy 2,75111.0,Voirie,4,2021-09-23,Accès libre,2 Rue du Commandant Lamy 75011 Paris,True,https://belib.paris,2021-06-23,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*5,2022-09-23T04:30:02+02:00,48.85579,2.374203
FR*V75*EPX13*02*5,En service,13e Arrondissement,FR*V75*PPX13*02,FRV75PPX1302,Paris | Rue de Chevaleret 131,75113.0,Voirie,7,2021-09-23,Accès libre,131 Rue de Chevaleret 75013 Paris,True,https://belib.paris,2021-07-12,Non accessible,aucune restriction,False,7.0,24/7,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*04*5,2022-11-03T08:33:10+01:00,48.83186,2.372548
FR*V75*EPX13*03*3,En service,13e Arrondissement,FR*V75*PPX13*03,FRV75PPX1303,Paris | Rue de Rungis  2,75113.0,Voirie,6,2021-09-23,Accès libre,2 Rue de Rungis 75013 Paris,True,https://belib.paris,2021-07-13,Non accessible,aucune restriction,False,7.0,24/7,En maintenance,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*07*1,2022-11-07T07:06:48+01:00,48.82195,2.345853
FR*V75*EPX13*04*1,En service,13e Arrondissement,FR*V75*PPX13*04,FRV75PPX1304,Paris | Boulevard Arago 52,75113.0,Voirie,5,2021-09-23,Accès libre,52 Boulevard Arago 75013 Paris,True,https://belib.paris,2021-06-17,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9008*01*1,2022-11-02T04:30:03+01:00,48.835163,2.3446052
FR*V75*EPX12*06*3,En service,12e Arrondissement,FR*V75*PPX12*06,FRV75PPX1206,Paris | Avenue de Saint-Mandé 94,75112.0,Voirie,6,2021-09-23,Accès libre,94 Avenue de Saint-Mandé 75012 Paris,True,https://belib.paris,2022-11-07,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*09*1,2022-10-26T07:15:25+02:00,48.8444,2.407044
FR*V75*EPX16*02*5,En service,16e Arrondissement,FR*V75*PPX16*02,FRV75PPX1602,Paris | Avenue Raphaël 20,75116.0,Voirie,6,2021-09-23,Accès libre,20 Avenue Raphaël 75016 Paris,True,https://belib.paris,2021-07-12,Non accessible,aucune restriction,True,3.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9008*01*2,2022-11-02T04:30:03+01:00,48.85926,2.267881
FR*V75*EPX14*02*5,En service,14e Arrondissement,FR*V75*PPX14*02,FRV75PPX1402,Paris | Boulevard de Port-Royal 97,75114.0,Voirie,6,2022-03-16,Accès libre,97 Boulevard de Port-Royal 75014 Paris,True,https://belib.paris,2021-06-30,Non accessible,aucune restriction,False,7.0,24/7,En maintenance,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9011*03*3,2022-11-03T16:24:38+01:00,48.838314,2.3408663
FR*V75*EPX19*02*1,En service,19e Arrondissement,FR*V75*PPX19*02,FRV75PPX1902,Paris | Avenue de Flandre 61,75119.0,Voirie,7,2021-09-23,Accès libre,61 Avenue de Flandre 75019 Paris,True,https://belib.paris,2021-07-12,Réservé PMR,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9008*01*3,2022-11-02T04:30:03+01:00,48.888195,2.37308
FR*V75*EPX19*02*2,En service,19e Arrondissement,FR*V75*PPX19*02,FRV75PPX1902,Paris | Avenue de Flandre 61,75119.0,Voirie,7,2021-09-23,Accès libre,61 Avenue de Flandre 75019 Paris,True,https://belib.paris,2021-07-12,Non accessible,aucune restriction,True,3.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*09*2,2022-10-26T07:15:14+02:00,48.888195,2.37308
FR*V75*EPX14*03*3,En service,14e Arrondissement,FR*V75*PPX14*03,FRV75PPX1403,Paris | Rue des Plantes 56,75114.0,Voirie,3,2021-09-23,Accès libre,56 Rue des Plantes 75014 Paris,True,https://belib.paris,2021-07-01,Non accessible,aucune restriction,False,7.0,24/7,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*04*1,2022-11-03T08:27:12+01:00,48.82837,2.3216963
FR*V75*EPX15*13*2,En service,15e Arrondissement,FR*V75*PPX15*13,FRV75PPX1513,Paris | Rue Cotentin 29,75115.0,Voirie,7,2021-09-23,Accès libre,29 Rue Cotentin 75015 Paris,True,https://belib.paris,2022-01-21,Non accessible,aucune restriction,False,7.0,24/7,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*04*4,2022-11-03T08:28:22+01:00,48.838547,2.312675
FR*V75*EPX16*05*2,En service,16e Arrondissement,FR*V75*PPX16*05,FRV75PPX1605,Paris | Avenue de Versailles 112,75116.0,Voirie,6,2021-09-23,Accès libre,112 Avenue de Versailles 75016 Paris,True,https://belib.paris,2021-07-22,Non accessible,aucune restriction,False,7.0,24/7,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*04*3,2022-11-03T08:51:16+01:00,48.843792,2.2698932
FR*V75*EPX16*07*2,En service,16e Arrondissement,FR*V75*PPX16*07,FRV75PPX1607,Paris | square Tolstoï 2,75116.0,Voirie,6,2021-09-23,Accès libre,2 square Tolstoï 75016 Paris,True,https://belib.paris,2021-07-22,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*25*2,2022-11-14T08:03:13+01:00,48.8531,2.261698
FR*V75*EPX18*02*1,En service,18e Arrondissement,FR*V75*PPX18*02,FRV75PPX1802,Paris | Rue Henri Huchard 48,75118.0,Voirie,6,2021-09-23,Accès libre,48 Rue Henri Huchard 75018 Paris,True,https://belib.paris,2021-07-13,Non accessible,aucune restriction,False,7.0,24/7,Disponible,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*04*2,2022-11-03T08:27:38+01:00,48.89919,2.330375
FR*V75*EPX18*02*3,En service,18e Arrondissement,FR*V75*PPX18*02,FRV75PPX1802,Paris | Rue Henri Huchard 48,75118.0,Voirie,6,2021-09-23,Accès libre,48 Rue Henri Huchard 75018 Paris,True,https://belib.paris,2021-07-13,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9005*02*3,2022-11-22T04:20:17+01:00,48.89919,2.330375
FR*V75*EPX19*03*2,En service,19e Arrondissement,FR*V75*PPX19*03,FRV75PPX1903,Paris | Rue Jacques Duchesne 1,75119.0,Voirie,6,2021-09-23,Accès libre,1 Rue Jacques Duchesne 75019 Paris,True,https://belib.paris,2021-07-13,Non accessible,aucune restriction,False,7.0,24/7,Inconnu,https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9010*03*1,2022-11-22T04:30:03+01:00,48.898933,2.3740363
