,Arrondissement_x,Code INSEE commune_x,Type implantation,Nombre point de recharge,Paiement CB,Accessibilité PMR,Restriction gabarit,Stationnement 2 roues,Puissance max KW,Statut du point de recharge,Type de chargeur,latitude,longitude,Arrondissement_x_encode,Type implantation_encode,Paiement CB_encode,Accessibilité PMR_encode,Restriction gabarit_encode,Stationnement 2 roues_encode,Statut du point de recharge_encode,Type de chargeur_encode
962,Paris centre,75104.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.854847,2.3505278,16,1,1,0,1,0,0,3
963,06e Arrondissement,75106.0,Voirie,3,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85262,2.342107,1,1,1,0,1,0,0,3
964,06e Arrondissement,75106.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.84737,2.3182092,1,1,1,0,1,0,1,3
965,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.858727,2.314834,2,1,1,0,1,0,0,3
966,09e Arrondissement,75109.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.878643,2.3347774,4,1,1,0,1,0,0,3
967,09e Arrondissement,75109.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.878643,2.3347774,4,1,1,0,1,0,0,3
968,11e Arrondissement,75111.0,Voirie,7,True,Réservé PMR,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.855328,2.378338,6,1,1,1,1,0,1,3
969,15e Arrondissement,75115.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8326,2.2788854,10,1,1,0,1,0,1,3
970,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86732,2.3906963,15,1,1,0,1,0,0,3
971,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86732,2.3906963,15,1,1,0,1,0,1,3
972,05e Arrondissement,75105.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.848,2.3469365,0,1,1,0,1,1,0,3
973,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86536,2.405207,15,1,1,0,1,0,1,3
974,11e Arrondissement,75111.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.857258,2.37139,6,1,1,0,1,0,1,3
975,11e Arrondissement,75111.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86023,2.3719914,6,1,1,0,1,0,0,3
976,07e Arrondissement,75107.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85988,2.3245049,2,1,1,0,1,0,0,3
977,15e Arrondissement,75115.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.845806,2.3038075,10,1,1,0,1,0,0,3
978,15e Arrondissement,75115.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.838886,2.2892983,10,1,1,0,1,0,0,3
979,15e Arrondissement,75115.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.846703,2.2844167,10,1,1,0,1,0,1,3
980,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.842594,2.2920513,10,1,1,0,1,0,1,3
981,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.842594,2.2920513,10,1,1,0,1,0,1,3
982,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.837364,2.3059905,10,1,1,0,1,0,1,3
983,15e Arrondissement,75115.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.845108,2.287503,10,1,1,0,1,0,1,3
984,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87133,2.295196,11,1,1,0,1,0,0,3
985,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86986,2.38494,15,1,1,0,1,0,0,3
986,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85482,2.2904053,10,1,1,0,1,0,0,3
987,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.894165,2.3211582,12,1,1,0,1,0,1,3
988,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.89919,2.330375,13,1,1,0,1,0,0,3
989,18e Arrondissement,75118.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.887253,2.3330069,13,1,1,0,1,0,0,3
990,20e Arrondissement,75120.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86143,2.4056437,15,1,1,0,1,0,1,3
991,20e Arrondissement,75120.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86143,2.4056437,15,1,1,0,1,0,0,3
992,Paris centre,75101.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.862465,2.3393006,16,1,1,0,1,0,0,3
993,Paris centre,75102.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86818,2.335097,16,1,1,0,1,0,1,3
994,Paris centre,75103.0,Voirie,6,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.858967,2.36738,16,1,1,0,1,1,0,3
995,Paris centre,75103.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.858967,2.36738,16,1,1,0,1,0,0,3
996,Paris centre,75104.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8542,2.345341,16,1,1,0,1,0,1,3
997,Paris centre,75104.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8542,2.345341,16,1,1,0,1,0,0,3
998,07e Arrondissement,75107.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85082,2.3237967,2,1,1,0,1,0,1,3
999,08e Arrondissement,75108.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87835,2.3044934,3,1,1,0,1,0,0,3
1000,06e Arrondissement,75106.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85245,2.3314662,1,1,1,0,1,0,1,3
1001,06e Arrondissement,75106.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85245,2.3314662,1,1,1,0,1,0,1,3
1002,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87057,2.301121,3,1,1,0,1,0,0,3
1003,10e Arrondissement,75110.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.881493,2.362957,5,1,1,0,1,0,1,3
1004,10e Arrondissement,75110.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87081,2.354076,5,1,1,0,1,0,0,3
1005,11e Arrondissement,75111.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.852573,2.3830369,6,1,1,0,1,0,0,3
1006,11e Arrondissement,75111.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86661,2.36784,6,1,1,0,1,0,1,3
1007,14e Arrondissement,75114.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.83273,2.32608,9,1,1,0,1,0,1,3
1008,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.834854,2.3297832,9,1,1,0,1,0,0,3
1009,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.834526,2.353056,8,1,1,0,1,0,0,3
1010,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.8913,2.3385,13,1,1,0,1,1,1,3
1011,15e Arrondissement,75115.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8287,2.2989,10,1,1,0,1,0,1,3
1012,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.8861,2.3591,13,1,1,0,1,1,0,3
1013,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.8407,2.2876,10,1,1,0,1,1,1,3
1014,20e Arrondissement,75120.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8692,2.3809,15,1,1,0,1,0,1,3
1015,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8867,2.2955,12,1,1,0,1,0,0,3
1016,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8809,2.3099,12,1,1,0,1,0,0,3
1017,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8495,2.4062,15,1,1,0,1,0,1,3
1018,Paris centre,75104.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.853573,2.363958,16,1,1,0,1,0,0,3
1019,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85582,2.3152447,2,1,1,0,1,0,0,3
1020,07e Arrondissement,75107.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86113,2.3069868,2,1,1,0,1,0,0,3
1021,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.87006,2.312597,3,1,1,0,1,0,1,3
1022,10e Arrondissement,75110.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.875076,2.352321,5,1,1,0,1,0,1,3
1023,10e Arrondissement,75110.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.87407,2.3551424,5,1,1,0,1,0,1,3
1024,12e Arrondissement,75112.0,Voirie,7,True,Non accessible,aucune restriction,False,3.0,Occupé (en charge),Prise type EF,48.833412,2.388111,7,1,1,0,1,0,1,3
1025,12e Arrondissement,75112.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.84154,2.389211,7,1,1,0,1,0,0,3
1026,12e Arrondissement,75112.0,Voirie,7,True,Non accessible,aucune restriction,False,3.0,Disponible,Prise type EF,48.840687,2.400428,7,1,1,0,1,0,0,3
1027,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.826233,2.34245,8,1,1,0,1,0,0,3
1028,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.84391,2.279693,10,1,1,0,1,0,1,3
1029,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.844707,2.3198109,10,1,1,0,1,0,1,3
1030,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,3.0,Occupé (en charge),Prise type EF,48.870342,2.286851,11,1,1,0,1,0,1,3
1031,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87244,2.2915578,11,1,1,0,1,0,0,3
1032,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.879463,2.2899947,12,1,1,0,1,0,0,3
1033,17e Arrondissement,75117.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.887695,2.3050365,12,1,1,0,1,0,1,3
1034,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.878845,2.2878556,12,1,1,0,1,0,0,3
1035,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.885006,2.3475914,13,1,1,0,1,0,0,3
1036,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87387,2.3864658,15,1,1,0,1,0,0,3
1037,20e Arrondissement,75120.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.865685,2.392972,15,1,1,0,1,0,1,3
1038,13e Arrondissement,75113.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.824066,2.364308,8,1,1,0,1,0,0,3
1039,16e Arrondissement,75116.0,Parking public,15,True,Non accessible,aucune restriction,False,43.0,Occupé (en charge),Prise type 2,48.846973,2.2558389,11,0,1,0,1,0,1,0
1040,Paris centre,75104.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.85023,2.3615763,16,1,0,0,1,0,0,3
1041,07e Arrondissement,75107.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Occupé (en charge),Prise type EF,48.852665,2.31368,2,1,0,0,1,0,1,3
1042,10e Arrondissement,75110.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.875465,2.360103,5,1,0,0,1,0,1,3
1043,10e Arrondissement,75110.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.875465,2.360103,5,1,0,0,1,0,1,3
1044,11e Arrondissement,75111.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.865097,2.36554,6,1,0,0,1,0,1,3
1045,12e Arrondissement,75112.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.847485,2.401736,7,1,0,0,1,0,1,3
1046,13e Arrondissement,75113.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.82312,2.367798,8,1,0,0,1,0,1,3
1047,14e Arrondissement,75114.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.824387,2.336857,9,1,0,0,1,0,0,3
1048,17e Arrondissement,75117.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.88117,2.313751,12,1,0,0,1,0,0,3
1049,17e Arrondissement,75117.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.879654,2.302442,12,1,0,0,1,0,1,3
1050,Paris centre,75104.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.855366,2.3591938,16,1,1,0,1,0,0,3
1051,05e Arrondissement,75105.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.850033,2.354431,0,1,1,0,1,0,1,3
1052,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.858727,2.314834,2,1,1,0,1,0,1,3
1053,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.873478,2.3008885,3,1,1,0,1,0,0,3
1054,11e Arrondissement,75111.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.855328,2.378338,6,1,1,0,1,1,1,3
1055,11e Arrondissement,75111.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.855328,2.378338,6,1,1,0,1,0,1,3
1056,Paris centre,75101.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85881,2.3449502,16,1,1,0,1,0,0,3
1057,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.881832,2.32056,3,1,1,0,1,0,0,3
1058,09e Arrondissement,75112.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.880573,2.3317547,4,1,1,0,1,0,0,3
1059,12e Arrondissement,75112.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83641,2.3922555,7,1,1,0,1,0,0,3
1060,11e Arrondissement,75111.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85615,2.3825247,6,1,1,0,1,0,0,3
1061,11e Arrondissement,75111.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85615,2.3825247,6,1,1,0,1,0,0,3
1062,11e Arrondissement,75111.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.84948,2.397761,6,1,1,0,1,0,0,3
1063,13e Arrondissement,75113.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83186,2.372548,8,1,1,0,1,0,0,3
1064,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.878258,2.2967632,12,1,1,0,1,0,0,3
1065,10e Arrondissement,75110.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87237,2.366288,5,1,1,0,1,0,0,3
1066,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.838314,2.3408663,9,1,1,0,1,0,0,3
1067,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.888447,2.3160603,12,1,1,0,1,0,0,3
1068,16e Arrondissement,75116.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.850998,2.2719011,11,1,1,0,1,0,0,3
1069,15e Arrondissement,75115.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.845108,2.287503,10,1,1,0,1,0,1,3
1070,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.843792,2.2698932,11,1,1,0,1,0,0,3
1071,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.856014,2.3097644,2,1,1,0,1,0,1,3
1072,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.89919,2.330375,13,1,1,0,1,0,0,3
1073,19e Arrondissement,75119.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.88101,2.3978,14,1,1,0,1,0,0,3
1074,Paris centre,75102.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.870422,2.3454537,16,1,1,0,1,0,0,3
1075,05e Arrondissement,75105.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.851387,2.3472476,0,1,1,0,1,0,0,3
1076,06e Arrondissement,75106.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.855206,2.337108,1,1,1,0,1,0,0,3
1077,Paris centre,75104.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8542,2.345341,16,1,1,0,1,0,0,3
1078,09e Arrondissement,75109.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.871643,2.3338861,4,1,1,0,1,0,0,3
1079,06e Arrondissement,75106.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85245,2.3314662,1,1,1,0,1,0,0,3
1080,06e Arrondissement,75106.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85245,2.3314662,1,1,1,0,1,0,0,3
1081,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87057,2.301121,3,1,1,0,1,0,0,3
1082,11e Arrondissement,75111.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.852573,2.3830369,6,1,1,0,1,0,1,3
1083,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.82958,2.3537664,8,1,1,0,1,0,1,3
1084,13e Arrondissement,75113.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83623,2.3724644,8,1,1,0,1,0,0,3
1086,Paris centre,75103.0,Voirie,6,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.86502,2.360503,16,1,1,0,1,1,0,3
1087,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8792,2.3839,14,1,1,0,1,0,0,3
1088,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8861,2.3591,13,1,1,0,1,0,1,3
1089,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.8861,2.3591,13,1,1,0,1,1,1,3
1090,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8407,2.2876,10,1,1,0,1,0,1,3
1091,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8472,2.2953,10,1,1,0,1,0,0,3
1092,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8432,2.3217,10,1,1,0,1,0,1,3
1093,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.864,2.2806,11,1,1,0,1,0,1,3
1094,20e Arrondissement,75120.0,Voirie,5,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.8692,2.3809,15,1,1,0,1,1,0,3
1095,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8379,2.2628,11,1,1,0,1,0,0,3
1096,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8888,2.3222,12,1,1,0,1,0,0,3
1097,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8478,2.2636,11,1,1,0,1,0,1,3
1098,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8809,2.3099,12,1,1,0,1,0,1,3
1099,19e Arrondissement,75119.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8824,2.3866,14,1,1,0,1,0,0,3
1100,19e Arrondissement,75119.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8777,2.3916,14,1,1,0,1,0,1,3
1101,19e Arrondissement,75119.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8777,2.3916,14,1,1,0,1,0,0,3
1103,05e Arrondissement,75105.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.845257,2.3548336,0,1,1,0,1,0,1,3
1104,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.851284,2.312916,2,1,1,0,1,0,1,3
1105,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.876186,2.3082976,3,1,1,0,1,0,1,3
1106,09e Arrondissement,75109.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.87232,2.338776,4,1,1,0,1,0,1,3
1107,09e Arrondissement,75109.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87772,2.3409176,4,1,1,0,1,0,0,3
1108,10e Arrondissement,75110.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.880123,2.3509617,5,1,1,0,1,0,1,3
1109,10e Arrondissement,75110.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.875076,2.352321,5,1,1,0,1,0,1,3
1110,12e Arrondissement,75112.0,Voirie,7,True,Réservé PMR,aucune restriction,False,7.0,Disponible,Prise type EF,48.840687,2.400428,7,1,1,1,1,0,0,3
1111,13e Arrondissement,75113.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.82764,2.3810866,8,1,1,0,1,0,1,3
1112,12e Arrondissement,75112.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.84036,2.378739,7,1,1,0,1,0,0,3
1113,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.827972,2.372195,8,1,1,0,1,0,0,3
1114,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.826084,2.358049,8,1,1,0,1,0,1,3
1115,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.83912,2.337229,9,1,1,0,1,0,1,3
1116,14e Arrondissement,75114.0,Voirie,6,True,Réservé PMR,aucune restriction,False,7.0,Disponible,Prise type EF,48.82668,2.3237355,9,1,1,1,1,0,0,3
1117,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.84391,2.279693,10,1,1,0,1,0,1,3
1118,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.870342,2.286851,11,1,1,0,1,0,0,3
1119,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86697,2.2858796,11,1,1,0,1,0,0,3
1120,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.879463,2.2899947,12,1,1,0,1,0,1,3
1121,17e Arrondissement,75117.0,Voirie,7,True,Non accessible,aucune restriction,False,3.0,Occupé (en charge),Prise type EF,48.884953,2.3035011,12,1,1,0,1,0,1,3
1122,17e Arrondissement,75117.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.878845,2.2878556,12,1,1,0,1,0,1,3
1123,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.88103,2.2956283,12,1,1,0,1,0,1,3
1124,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.88003,2.2995074,12,1,1,0,1,0,0,3
1125,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.891644,2.344978,13,1,1,0,1,0,0,3
