,Arrondissement_x,Code INSEE commune_x,Type implantation,Nombre point de recharge,Paiement CB,Accessibilité PMR,Restriction gabarit,Stationnement 2 roues,Puissance max KW,Statut du point de recharge,Type de chargeur,latitude,longitude,Arrondissement_x_encode,Type implantation_encode,Paiement CB_encode,Accessibilité PMR_encode,Restriction gabarit_encode,Stationnement 2 roues_encode,Statut du point de recharge_encode,Type de chargeur_encode
0,06e Arrondissement,75106.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.84824,2.339865,1,1,0,0,1,0,1,3
1,09e Arrondissement,75109.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Occupé (en charge),Prise type EF,48.88264,2.335728,4,1,0,0,1,0,1,3
2,13e Arrondissement,75113.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.82085,2.343626,8,1,0,0,1,0,1,3
3,14e Arrondissement,75114.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.841198,2.323891,9,1,0,0,1,0,1,3
4,16e Arrondissement,75116.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.871464,2.289894,11,1,0,0,1,0,0,3
5,18e Arrondissement,75118.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.889732,2.33891,13,1,0,0,1,0,1,3
6,19e Arrondissement,75119.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Occupé (en charge),Prise type EF,48.88472,2.369961,14,1,0,0,1,0,1,3
7,Paris centre,75102.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.868008,2.3508835,16,1,1,0,1,0,1,3
8,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85006,2.4019644,15,1,1,0,1,0,1,3
9,Paris centre,75104.0,Voirie,3,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85648,2.361378,16,1,1,0,1,0,1,3
10,Paris centre,75104.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.848423,2.366004,16,1,1,0,1,0,1,3
11,05e Arrondissement,75105.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.841064,2.352048,0,1,1,0,1,0,1,3
12,07e Arrondissement,75107.0,Voirie,7,True,Réservé PMR,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.84828,2.315725,2,1,1,1,1,0,1,3
13,07e Arrondissement,75107.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.84828,2.315725,2,1,1,0,1,1,0,3
14,12e Arrondissement,75112.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83919,2.387853,7,1,1,0,1,0,0,3
15,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86732,2.3906963,15,1,1,0,1,0,0,3
16,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86732,2.3906963,15,1,1,0,1,0,0,3
17,11e Arrondissement,75111.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.858604,2.384125,6,1,1,0,1,0,0,3
18,11e Arrondissement,75111.0,Voirie,7,True,Réservé PMR,aucune restriction,False,7.0,Disponible,Prise type EF,48.858604,2.384125,6,1,1,1,1,0,0,3
19,09e Arrondissement,75112.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.880573,2.3317547,4,1,1,0,1,0,1,3
20,12e Arrondissement,75112.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.83641,2.3922555,7,1,1,0,1,0,1,3
21,11e Arrondissement,75111.0,Voirie,5,True,Réservé PMR,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.857796,2.390264,6,1,1,1,1,0,1,3
22,11e Arrondissement,75111.0,Voirie,2,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.865765,2.3664377,6,1,1,0,1,0,1,3
23,11e Arrondissement,75111.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85579,2.374203,6,1,1,0,1,0,1,3
24,11e Arrondissement,75111.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.85579,2.374203,6,1,1,0,1,0,1,3
25,13e Arrondissement,75113.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83186,2.372548,8,1,1,0,1,0,0,3
26,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.82195,2.345853,8,1,1,0,1,0,1,3
27,13e Arrondissement,75113.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.835163,2.3446052,8,1,1,0,1,0,1,3
28,12e Arrondissement,75112.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8444,2.407044,7,1,1,0,1,0,1,3
29,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.85926,2.267881,11,1,1,0,1,1,1,3
30,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.838314,2.3408663,9,1,1,0,1,0,1,3
31,19e Arrondissement,75119.0,Voirie,7,True,Réservé PMR,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.888195,2.37308,14,1,1,1,1,0,1,3
32,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.888195,2.37308,14,1,1,0,1,1,1,3
33,14e Arrondissement,75114.0,Voirie,3,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.82837,2.3216963,9,1,1,0,1,0,0,3
34,15e Arrondissement,75115.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.838547,2.312675,10,1,1,0,1,0,0,3
35,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.843792,2.2698932,11,1,1,0,1,0,0,3
36,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8531,2.261698,11,1,1,0,1,0,1,3
37,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.89919,2.330375,13,1,1,0,1,0,0,3
38,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.89919,2.330375,13,1,1,0,1,0,1,3
39,19e Arrondissement,75119.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.898933,2.3740363,14,1,1,0,1,0,1,3
40,19e Arrondissement,75119.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.898933,2.3740363,14,1,1,0,1,0,1,3
41,20e Arrondissement,75120.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86143,2.4056437,15,1,1,0,1,0,1,3
42,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.88836,2.3480344,13,1,1,0,1,0,1,3
43,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.88836,2.3480344,13,1,1,0,1,0,1,3
44,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.855225,2.3984911,15,1,1,0,1,0,1,3
45,Paris centre,75102.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.870564,2.3408933,16,1,1,0,1,0,1,3
46,Paris centre,75102.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.86818,2.335097,16,1,1,0,1,0,1,3
47,05e Arrondissement,75105.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.839775,2.3476574,0,1,1,0,1,0,1,3
48,05e Arrondissement,75105.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.839775,2.3476574,0,1,1,0,1,0,0,3
49,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85807,2.299582,2,1,1,0,1,0,0,3
50,07e Arrondissement,75107.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85082,2.3237967,2,1,1,0,1,0,0,3
51,07e Arrondissement,75107.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85082,2.3237967,2,1,1,0,1,0,0,3
52,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.851128,2.3106372,2,1,1,0,1,0,0,3
53,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.851128,2.3106372,2,1,1,0,1,0,1,3
54,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.879597,2.3263307,3,1,1,0,1,0,0,3
55,09e Arrondissement,75109.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87359,2.3466527,4,1,1,0,1,0,0,3
56,11e Arrondissement,75111.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86908,2.371679,6,1,1,0,1,0,0,3
57,14e Arrondissement,75114.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83951,2.3301675,9,1,1,0,1,0,0,3
58,13e Arrondissement,75113.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.820423,2.3512075,8,1,1,0,1,0,0,3
59,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8913,2.3385,13,1,1,0,1,0,0,3
60,15e Arrondissement,75115.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8287,2.2989,10,1,1,0,1,0,0,3
61,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.8792,2.3839,14,1,1,0,1,1,0,3
62,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8861,2.3591,13,1,1,0,1,0,0,3
63,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8472,2.2953,10,1,1,0,1,0,0,3
64,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8735,2.2843,11,1,1,0,1,0,0,3
65,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8479,2.2847,10,1,1,0,1,0,0,3
66,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8603,2.274,11,1,1,0,1,0,0,3
67,20e Arrondissement,75120.0,Voirie,5,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.8692,2.3809,15,1,1,0,1,1,0,3
68,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8379,2.2628,11,1,1,0,1,0,0,3
69,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8379,2.2628,11,1,1,0,1,0,0,3
70,18e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8955,2.3283,13,1,1,0,1,0,0,3
71,18e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8955,2.3283,13,1,1,0,1,0,0,3
72,16e Arrondissement,75116.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8655,2.2996,11,1,1,0,1,0,0,3
73,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8478,2.2636,11,1,1,0,1,0,1,3
74,17e Arrondissement,75117.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.8935,2.3148,12,1,1,0,1,0,1,3
75,17e Arrondissement,75117.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8935,2.3148,12,1,1,0,1,0,0,3
76,18e Arrondissement,75118.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8823,2.3395,13,1,1,0,1,0,0,3
77,19e Arrondissement,75119.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8777,2.3916,14,1,1,0,1,0,0,3
78,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8492,2.4133,15,1,1,0,1,0,0,3
79,06e Arrondissement,75106.0,Voirie,4,True,Réservé PMR,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.84896,2.328735,1,1,1,1,1,0,1,3
80,06e Arrondissement,75106.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.84189,2.333149,1,1,1,0,1,0,0,3
81,06e Arrondissement,75106.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.842564,2.3363895,1,1,1,0,1,0,1,3
82,05e Arrondissement,75105.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8415,2.338973,0,1,1,0,1,0,0,3
83,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.877834,2.310832,3,1,1,0,1,0,0,3
84,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.876186,2.3082976,3,1,1,0,1,0,1,3
85,09e Arrondissement,75109.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.882973,2.345487,4,1,1,0,1,0,1,3
86,12e Arrondissement,75112.0,Voirie,7,True,Réservé PMR,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.833412,2.388111,7,1,1,1,1,0,1,3
87,12e Arrondissement,75112.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.840687,2.400428,7,1,1,0,1,0,1,3
88,12e Arrondissement,75112.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.840687,2.400428,7,1,1,0,1,0,1,3
90,13e Arrondissement,75113.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.82325,2.354296,8,1,1,0,1,0,0,3
91,13e Arrondissement,75113.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.82325,2.354296,8,1,1,0,1,0,0,3
92,14e Arrondissement,75114.0,Voirie,7,True,Non accessible,aucune restriction,False,3.0,Disponible,Prise type EF,48.82076,2.3370783,9,1,1,0,1,0,0,3
93,14e Arrondissement,75114.0,Voirie,7,True,Non accessible,aucune restriction,False,3.0,Occupé (en charge),Prise type EF,48.82076,2.3370783,9,1,1,0,1,0,1,3
94,15e Arrondissement,75115.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.851833,2.2997985,10,1,1,0,1,0,0,3
95,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.835197,2.2914295,10,1,1,0,1,0,1,3
96,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.844707,2.3198109,10,1,1,0,1,0,1,3
97,15e Arrondissement,75115.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.842644,2.313266,10,1,1,0,1,0,0,3
98,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86697,2.2858796,11,1,1,0,1,0,0,3
99,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87244,2.2915578,11,1,1,0,1,0,0,3
100,16e Arrondissement,75116.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.861294,2.28423,11,1,1,0,1,0,0,3
101,16e Arrondissement,75116.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.861294,2.28423,11,1,1,0,1,0,0,3
102,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.865818,2.2762194,11,1,1,0,1,0,0,3
103,16e Arrondissement,75116.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.85857,2.2851212,11,1,1,0,1,1,0,3
104,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.879463,2.2899947,12,1,1,0,1,0,0,3
105,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.88103,2.2956283,12,1,1,0,1,0,0,3
106,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.88508,2.3375535,13,1,1,0,1,0,0,3
107,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.88508,2.3375535,13,1,1,0,1,0,0,3
108,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,False,3.0,Disponible,Prise type EF,48.892082,2.3331354,13,1,1,0,1,0,0,3
109,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.885006,2.3475914,13,1,1,0,1,0,0,3
110,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,3.0,Disponible,Prise type EF,48.85844,2.402911,15,1,1,0,1,0,0,3
111,20e Arrondissement,75120.0,Voirie,3,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.873646,2.3911798,15,1,1,0,1,0,0,3
112,Paris centre,75104.0,Parking public,21,True,Réservé PMR,Hauteur maximale 1.90m,False,43.0,Disponible,Prise type 2,48.856796,2.3538697,16,0,1,1,0,0,0,0
113,16e Arrondissement,75116.0,Parking public,15,True,Non accessible,aucune restriction,False,50.0,Disponible,Prise type Chademo,48.846973,2.2558389,11,0,1,0,1,0,0,1
114,Paris centre,75101.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.854057,2.34556,16,1,0,0,1,0,0,3
115,Paris centre,75102.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Occupé (en charge),Prise type EF,48.87063,2.33321,16,1,0,0,1,0,1,3
116,Paris centre,75102.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.87063,2.33321,16,1,0,0,1,0,0,3
117,Paris centre,75102.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.86531,2.343436,16,1,0,0,1,0,0,3
118,Paris centre,75102.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Occupé (en charge),Prise type EF,48.865788,2.342244,16,1,0,0,1,0,1,3
119,05e Arrondissement,75105.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.845715,2.345032,0,1,0,0,1,0,0,3
120,06e Arrondissement,75106.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.85246,2.341483,1,1,0,0,1,0,0,3
121,11e Arrondissement,75111.0,Voirie,3,False,Non accessible,aucune restriction,False,4.0,Disponible,Prise type EF,48.865097,2.36554,6,1,0,0,1,0,0,3
122,12e Arrondissement,75112.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.834084,2.405248,7,1,0,0,1,0,0,3
123,13e Arrondissement,75113.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Disponible,Prise type EF,48.832893,2.363025,8,1,0,0,1,0,0,3
124,16e Arrondissement,75116.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.86851,2.295469,11,1,0,0,1,0,1,3
125,16e Arrondissement,75116.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.859184,2.273944,11,1,0,0,1,0,1,3
126,19e Arrondissement,75119.0,Voirie,3,False,Non accessible,aucune restriction,False,22.0,Occupé (en charge),Prise type EF,48.88042,2.398476,14,1,0,0,1,0,1,3
127,05e Arrondissement,75105.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.84196,2.347262,0,1,1,0,1,0,1,3
128,10e Arrondissement,75110.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87026,2.3600461,5,1,1,0,1,0,0,3
129,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85304,2.3190124,2,1,1,0,1,0,0,3
130,07e Arrondissement,75107.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85808,2.3040495,2,1,1,0,1,0,0,3
131,08e Arrondissement,75108.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87839,2.3225684,3,1,1,0,1,0,0,3
132,08e Arrondissement,75108.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.87839,2.3225684,3,1,1,0,1,0,0,3
133,12e Arrondissement,75112.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.841595,2.4050138,7,1,1,0,1,0,1,3
134,11e Arrondissement,75111.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.855328,2.378338,6,1,1,0,1,1,0,3
135,11e Arrondissement,75111.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.855328,2.378338,6,1,1,0,1,0,0,3
136,12e Arrondissement,75112.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83919,2.387853,7,1,1,0,1,0,0,3
137,19e Arrondissement,75119.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.879482,2.388647,14,1,1,0,1,0,0,3
138,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.881832,2.32056,3,1,1,0,1,0,1,3
139,20e Arrondissement,75120.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86536,2.405207,15,1,1,0,1,0,0,3
140,07e Arrondissement,75107.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85988,2.3245049,2,1,1,0,1,0,0,3
141,12e Arrondissement,75112.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.8444,2.407044,7,1,1,0,1,0,0,3
142,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85926,2.267881,11,1,1,0,1,0,0,3
143,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.888195,2.37308,14,1,1,0,1,0,0,3
144,19e Arrondissement,75119.0,Voirie,7,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.888195,2.37308,14,1,1,0,1,0,0,3
145,15e Arrondissement,75115.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.83892,2.282485,10,1,1,0,1,0,0,3
146,18e Arrondissement,75118.0,Voirie,7,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.898304,2.3423252,13,1,1,0,1,1,1,3
147,15e Arrondissement,75115.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.842567,2.2848904,10,1,1,0,1,0,0,3
148,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85666,2.2856026,11,1,1,0,1,0,0,3
149,15e Arrondissement,75115.0,Voirie,5,True,Non accessible,aucune restriction,True,3.0,Disponible,Prise type EF,48.838314,2.2943442,10,1,1,0,1,1,0,3
150,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,True,3.0,Occupé (en charge),Prise type EF,48.87133,2.295196,11,1,1,0,1,1,1,3
151,15e Arrondissement,75115.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.85482,2.2904053,10,1,1,0,1,0,0,3
152,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.850754,2.2739246,11,1,1,0,1,0,1,3
153,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.850754,2.2739246,11,1,1,0,1,0,1,3
154,17e Arrondissement,75117.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.894165,2.3211582,12,1,1,0,1,0,1,3
155,16e Arrondissement,75116.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.859756,2.278694,11,1,1,0,1,0,0,3
156,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Occupé (en charge),Prise type EF,48.89905,2.3649826,13,1,1,0,1,0,1,3
157,18e Arrondissement,75118.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.89905,2.3649826,13,1,1,0,1,0,0,3
158,19e Arrondissement,75119.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.88101,2.3978,14,1,1,0,1,0,0,3
159,19e Arrondissement,75119.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.88101,2.3978,14,1,1,0,1,0,0,3
160,Paris centre,75101.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.86486,2.3329713,16,1,1,0,1,0,0,3
161,Paris centre,75102.0,Voirie,4,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.870564,2.3408933,16,1,1,0,1,0,0,3
162,09e Arrondissement,75109.0,Voirie,5,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.871643,2.3338861,4,1,1,0,1,0,0,3
163,07e Arrondissement,75107.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.851128,2.3106372,2,1,1,0,1,0,0,3
164,08e Arrondissement,75108.0,Voirie,6,True,Non accessible,aucune restriction,False,7.0,Disponible,Prise type EF,48.879597,2.3263307,3,1,1,0,1,0,0,3
