;Statut du Point de charge;Arrondissement_x;ID Station local;ID Station itineerance;Nom station;Code INSEE commune_x;Type implantation;Nombre point de recharge;Date mise e  jour;Conditions d acces;Adresse station_x;Paiement CB;Tarification;Date mise en service;Accessibilitee PMR;Restriction gabarit;Stationnement 2 roues;Puissance max KW;Horaires;Type de chargeur;latitude;longitude;ID PDC local;Statut du point de recharge;URL Description Point de charge;Heure mise e  jour;Coordonneees geeographiques
622;En service;19e Arrondissement;FR*V75*PPX19*16;FRV75PPX1916;Paris | Rue Manin 1;75119.0;Voirie;4;23/09/2021;Acces libre;1 Rue Manin 75019 Paris;TRUE;https://belib.paris;16/11/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.8766;2.3790176;FR*V75*E9012*07*1;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9012*07*1;2022-12-02T12:46:06+01:00;48.839947,2.397822
623;En service;20e Arrondissement;FR*V75*PPX20*15;FRV75PPX2015;Paris | Rue des Pyreeneees 356;75120.0;Voirie;6;23/09/2021;Acces libre;356 Rue des Pyreeneees 75020 Paris;TRUE;https://belib.paris;16/11/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.87387;2.3864658;FR*V75*EPX20*21*6;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*21*6;2022-12-02T12:46:03+01:00;48.873646,2.3911798
624;En service;10e Arrondissement;FR*V75*PPX10*14;FRV75PPX1014;Paris | Quai de Valmy 107;75114.0;Voirie;6;08/12/2021;Acces libre;107 Quai de Valmy 75010 Paris;TRUE;https://belib.paris;08/12/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.87484;2.36289;FR*V75*EPX08*21*2;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*21*2;2022-12-02T12:42:19+01:00;48.87236,2.326167
625;En service;Paris centre;FR*V75*P9004*01;FRV75P900401;Paris | Place Saint-Gervais 4;75104.0;Voirie;3;23/09/2021;Acces libre;4 Place Saint-Gervais 75004 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.856052;2.3537521;FR*V75*EPX20*10*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*10*4;2022-12-02T12:45:34+01:00;48.8692,2.3809
626;En service;05e Arrondissement;FR*V75*P9005*01;FRV75P900501;Paris | Place du Pantheeon 17;75105.0;Voirie;3;23/09/2021;Acces libre;17 Place du Pantheeon 75005 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.845715;2.345032;FR*V75*EPX16*26*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*26*3;2022-12-02T12:37:49+01:00;48.853813,2.2768772
627;En service;11e Arrondissement;FR*V75*P9011*01;FRV75P901101;Paris | Avenue Parmentier 4;75111.0;Voirie;3;23/09/2021;Acces libre;4 Avenue Parmentier 75011 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.85895;2.379874;FR*V75*EPX17*11*3;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*11*3;2022-12-02T13:12:03+01:00;48.8867,2.2955
628;En service;12e Arrondissement;FR*V75*P9012*02;FRV75P901202;Paris | Boulevard Diderot 126;75112.0;Voirie;3;23/09/2021;Acces libre;126 Boulevard Diderot 75012 Paris;FALSE;https://belib.paris;01/06/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.847446;2.38804;FR*V75*EPX02*03*2;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX02*03*2;2022-12-02T13:11:35+01:00;48.870564,2.3408933
629;En service;13e Arrondissement;FR*V75*P9013*03;FRV75P901303;Paris | Rue Berbier du Mets 21;75113.0;Voirie;3;23/09/2021;Acces libre;21 Rue Berbier du Mets 75013 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.8355;2.34965;FR*V75*EPX10*11*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*11*3;2022-12-02T13:08:57+01:00;48.880123,2.3509617
630;En service;13e Arrondissement;FR*V75*P9013*05;FRV75P901305;Paris | Rue de Tolbiac 145;75113.0;Voirie;3;23/09/2021;Acces libre;145 Rue de Tolbiac 75013 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.82604;2.358146;FR*V75*EPX10*03*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*03*3;2022-12-02T13:32:26+01:00;48.87237,2.366288
631;En service;15e Arrondissement;FR*V75*P9015*04;FRV75P901504;Paris | Rue de la Convention 99;75115.0;Voirie;3;23/09/2021;Acces libre;99 Rue de la Convention 75015 Paris;FALSE;https://belib.paris;14/04/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.841663;2.286931;FR*V75*EPX08*13*6;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*13*6;2022-12-02T14:28:03+01:00;48.86821,2.3046348
632;En service;16e Arrondissement;FR*V75*P9016*01;FRV75P901601;Paris | Avenue de la Grande Armeee 77;75116.0;Voirie;3;23/09/2021;Acces libre;77 Avenue de la Grande Armeee 75016 Paris;FALSE;https://belib.paris;06/10/2022;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.876163;2.286403;FR*V75*EPX12*12*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*12*5;2022-12-02T14:30:44+01:00;48.833412,2.388111
633;En service;16e Arrondissement;FR*V75*P9016*07;FRV75P901607;Paris | Boulevard Emile Augier 12;75116.0;Voirie;3;23/09/2021;Acces libre;12 Boulevard Emile Augier 75016 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.859184;2.273944;FR*V75*EPX17*12*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*12*4;2022-12-02T14:24:41+01:00;48.876,2.2884
634;En service;16e Arrondissement;FR*V75*P9016*08;FRV75P901608;Paris | Boulevard Murat 15;75116.0;Voirie;3;23/09/2021;Acces libre;15 Boulevard Murat 75016 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.846653;2.258213;FR*V75*E9013*04*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9013*04*1;2022-12-02T14:22:18+01:00;48.82085,2.343626
635;En service;16e Arrondissement;FR*V75*P9016*09;FRV75P901609;Paris | Rue Chardon Lagache 2;75116.0;Voirie;3;23/09/2021;Acces libre;2 Rue Chardon Lagache 75016 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.84676;2.268339;FR*V75*EPX02*01*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX02*01*1;2022-12-02T14:19:45+01:00;48.869698,2.3423247
636;En service;18e Arrondissement;FR*V75*P9018*02;FRV75P901802;Paris | Rue Caulaincourt 103;75118.0;Voirie;3;23/09/2021;Acces libre;103 Rue Caulaincourt 75018 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.889732;2.33891;FR*V75*EPX14*04*6;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*04*6;2022-12-02T14:29:46+01:00;48.83273,2.32608
637;En service;19e Arrondissement;FR*V75*P9019*06;FRV75P901906;Paris | Rue Riquet 39;75119.0;Voirie;3;23/09/2021;Acces libre;39 Rue Riquet 75019 Paris;FALSE;https://belib.paris;14/04/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.88901;2.371768;FR*V75*EPX19*16*1;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*16*1;2022-12-02T14:30:21+01:00;48.8766,2.3790176
638;En service;20e Arrondissement;FR*V75*P9020*02;FRV75P902002;Paris | Avenue Gambetta 227;75120.0;Voirie;3;23/09/2021;Acces libre;227 Avenue Gambetta 75020 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.874134;2.405196;FR*V75*EPX16*07*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*07*1;2022-12-02T14:24:51+01:00;48.8531,2.261698
639;En service;19e Arrondissement;FR*V75*P9020*03;FRV75P902003;Paris | Rue Jules Romains 5;75120.0;Voirie;3;04/03/2022;Acces libre;5 Rue Jules Romains 75020 Paris;FALSE;https://belib.paris;24/10/2022;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.872906;2.378283;FR*V75*EHBSAE*PDA*02*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EHBSAE*PDA*02*1;2022-12-02T14:41:59+01:00;48.846973,2.2558389
640;En service;20e Arrondissement;FR*V75*PPX20*01;FRV75PPX2001;Paris | Rue de la Plaine 25;75120.0;Voirie;6;23/09/2021;Acces libre;25 Rue de la Plaine 75020 Paris;TRUE;https://belib.paris;19/05/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.85006;2.4019644;FR*V75*EPX17*02*6;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*02*6;2022-12-02T14:40:55+01:00;48.88112,2.284095
641;En service;05e Arrondissement;FR*V75*PPX05*02;FRV75PPX0502;Paris | Rue Pierre Brossolette 1;75105.0;Voirie;6;23/09/2021;Acces libre;1 Rue Pierre Brossolette 75005 Paris;TRUE;https://belib.paris;04/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.84196;2.347262;FR*V75*EPX12*05*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*05*3;2022-12-02T14:35:44+01:00;48.84733,2.3856323
642;En service;15e Arrondissement;FR*V75*PPX15*01;FRV75PPX1501;Paris | Rue du Colonel Pierre Avia 1;75115.0;Voirie;7;27/09/2022;Acces libre;1 Rue du Colonel Pierre Avia 75015 Paris;TRUE;https://belib.paris;22/07/2021;Non accessible;aucune restriction;TRUE;3.0;24-juil;Prise type EF;48.8326;2.2788854;FR*V75*E9017*05*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9017*05*2;2022-12-02T14:34:32+01:00;48.879654,2.302442
643;En service;20e Arrondissement;FR*V75*PPX20*02;FRV75PPX2002;Paris | Rue de Belleville 265;75120.0;Voirie;7;27/09/2022;Acces libre;265 Rue de Belleville 75020 Paris;TRUE;https://belib.paris;07/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.87559;2.399738;FR*V75*EPX06*06*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*06*2;2022-12-02T14:32:10+01:00;48.847107,2.332121
644;En service;20e Arrondissement;FR*V75*PPX20*03;FRV75PPX2003;Paris | Rue Sorbier  14;75120.0;Voirie;6;27/09/2022;Acces libre;14 Rue Sorbier 75020 Paris;TRUE;https://belib.paris;25/11/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.86732;2.3906963;FR*V75*EPX18*06*6;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*06*6;2022-12-02T14:40:09+01:00;48.8913,2.3385
645;En service;12e Arrondissement;FR*V75*PPX12*04;FRV75PPX1204;Paris | Rue de Charenton  251;75112.0;Voirie;5;23/09/2021;Acces libre;251 Rue de Charenton 75012 Paris;TRUE;https://belib.paris;11/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.83641;2.3922555;FR*V75*EPX10*11*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*11*2;2022-12-02T14:33:09+01:00;48.880123,2.3509617
646;En service;10e Arrondissement;FR*V75*PPX10*02;FRV75PPX1002;Paris | Rue Sibour 2;75110.0;Voirie;6;23/09/2021;Acces libre;2 Rue Sibour 75010 Paris;TRUE;https://belib.paris;30/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.875076;2.3587236;FR*V75*EPX03*06*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX03*06*2;2022-12-02T14:41:49+01:00;48.86235,2.3648512
647;En service;11e Arrondissement;FR*V75*PPX11*04;FRV75PPX1104;Paris | Avenue Philippe Auguste 126;75111.0;Voirie;5;23/09/2021;Acces libre;126 Avenue Philippe Auguste 75011 Paris;TRUE;https://belib.paris;24/06/2021;Non accessible;aucune restriction;TRUE;3.0;24-juil;Prise type EF;48.857796;2.390264;FR*V75*EPX16*07*5;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*07*5;2022-12-02T14:43:17+01:00;48.8531,2.261698
648;En service;11e Arrondissement;FR*V75*PPX11*08;FRV75PPX1108;Paris | Boulevard Richard Lenoir 36;75111.0;Voirie;4;23/09/2021;Acces libre;36 Boulevard Richard Lenoir 75011 Paris;TRUE;https://belib.paris;18/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.857258;2.37139;FR*V75*EPX12*01*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*01*4;2022-12-02T14:54:27+01:00;48.841595,2.4050138
649;En service;11e Arrondissement;FR*V75*PPX11*06;FRV75PPX1106;Paris | Boulevard Richard Lenoir 63;75111.0;Voirie;6;23/09/2021;Acces libre;63 Boulevard Richard Lenoir 75011 Paris;TRUE;https://belib.paris;10/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.86023;2.3719914;FR*V75*EPX19*12*7;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*12*7;2022-12-02T14:56:37+01:00;48.89166,2.3775942
650;En service;13e Arrondissement;FR*V75*PPX13*01;FRV75PPX1301;Paris | Rue Nationale  77;75113.0;Voirie;5;23/09/2021;Acces libre;77 Rue Nationale 75013 Paris;TRUE;https://belib.paris;24/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.826855;2.3665764;FR*V75*EPX18*08*1;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*08*1;2022-12-02T15:01:34+01:00;48.8954,2.35
651;En service;13e Arrondissement;FR*V75*PPX13*01;FRV75PPX1301;Paris | Rue Nationale  77;75113.0;Voirie;5;23/09/2021;Acces libre;77 Rue Nationale 75013 Paris;TRUE;https://belib.paris;24/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.826855;2.3665764;FR*V75*EPX09*12*1;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*12*1;2022-12-02T15:04:28+01:00;48.880573,2.3317547
652;En service;13e Arrondissement;FR*V75*PPX13*01;FRV75PPX1301;Paris | Rue Nationale  77;75113.0;Voirie;5;23/09/2021;Acces libre;77 Rue Nationale 75013 Paris;TRUE;https://belib.paris;24/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.826855;2.3665764;FR*V75*EPX02*01*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX02*01*4;2022-12-02T15:09:13+01:00;48.869698,2.3423247
653;En service;17e Arrondissement;FR*V75*PPX17*01;FRV75PPX1701;Paris | Avenue des Ternes 6;75117.0;Voirie;6;23/09/2021;Acces libre;6 Avenue des Ternes 75017 Paris;TRUE;https://belib.paris;01/12/2021;Non accessible;aucune restriction;TRUE;3.0;24-juil;Prise type EF;48.878258;2.2967632;FR*V75*E9014*01*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9014*01*1;2022-12-02T15:10:17+01:00;48.83086,2.325895
654;En service;17e Arrondissement;FR*V75*PPX17*02;FRV75PPX1702;Paris | Place du Geeneeral Koe«nig 12;75117.0;Voirie;6;23/09/2021;Acces libre;12 Place du Geeneeral Koe«nig 75017 Paris;TRUE;https://belib.paris;24/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.88112;2.284095;FR*V75*EPX20*17*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*17*2;2022-12-02T06:35:52+01:00;48.86959,2.400348
655;En service;15e Arrondissement;FR*V75*PPX15*03;FRV75PPX1503;Paris | Rue Miollis 21;75115.0;Voirie;7;09/12/2021;Acces libre;21 Rue Miollis 75015 Paris;TRUE;https://belib.paris;13/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.845806;2.3038075;FR*V75*EPX16*14*4;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*14*4;2022-12-02T12:13:53+01:00;48.864,2.2806
656;En service;15e Arrondissement;FR*V75*PPX15*05;FRV75PPX1505;Paris | Rue de la Croix Nivert 192;75115.0;Voirie;5;23/09/2021;Acces libre;192 Rue de la Croix Nivert 75015 Paris;TRUE;https://belib.paris;13/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.838886;2.2892983;FR*V75*EPX16*30*5;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*30*5;2022-12-02T12:13:59+01:00;48.867313,2.280347
657;En service;15e Arrondissement;FR*V75*PPX15*08;FRV75PPX1508;Paris | Avenue Feelix Faure 109;75115.0;Voirie;4;23/09/2021;Acces libre;109 Avenue Feelix Faure 75015 Paris;TRUE;https://belib.paris;01/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.83892;2.282485;FR*V75*EPX07*11*4;Occupee (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*11*4;2022-12-02T08:51:13+01:00;48.85617,2.308076
658;En service;15e Arrondissement;FR*V75*PPX15*10;FRV75PPX1510;Paris | Place Etienne Pernet  26;75115.0;Voirie;6;23/09/2021;Acces libre;26 Place Etienne Pernet 75015 Paris;TRUE;https://belib.paris;01/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.842594;2.2920513;FR*V75*EPX18*01*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*01*3;2022-12-02T07:21:00+01:00;48.898304,2.3423252
