;Statut du Point de charge;Arrondissement_x;ID Station local;ID Station itineerance;Nom station;Code INSEE commune_x;Type implantation;Nombre point de recharge;Date mise e  jour;Conditions d acces;Adresse station_x;Paiement CB;Tarification;Date mise en service;Accessibilitee PMR;Restriction gabarit;Stationnement 2 roues;Puissance max KW;Horaires;Type de chargeur;latitude;longitude;ID PDC local;Statut du point de recharge;URL Description Point de charge;Heure mise e  jour;Coordonneees geeographiques
0;En service;06e Arrondissement;FR*V75*P9006*02;FRV75P900602;Paris | Rue de Medicis 11;75106.0;Voirie;3;23/09/2021;Acces libre;11 Rue de Medicis 75006 Paris;FALSE;https://belib.paris;14/04/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.84824;2.339865;FR*V75*EPX08*11*6;En maintenance;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*11*6;2022-06-13T04:30:01+02:00;48.8737,2.314663
1;En service;09e Arrondissement;FR*V75*P9009*01;FRV75P900901;Paris | Boulevard de Clichy 31;75109.0;Voirie;3;23/09/2021;Acces libre;31 Boulevard de Clichy 75009 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.88264;2.335728;FR*V75*EPX08*03*6;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*6;2022-06-13T04:30:01+02:00;48.872833,2.3193886
2;En service;13e Arrondissement;FR*V75*P9013*04;FRV75P901304;Paris | Rue de l Amiral Mouchez 77;75113.0;Voirie;3;23/09/2021;Acces libre;77 Rue de l Amiral Mouchez 75013 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.82085;2.343626;FR*V75*EPX11*05*2;En maintenance;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*05*2;2022-06-13T04:30:01+02:00;48.865765,2.3664377
3;En service;14e Arrondissement;FR*V75*P9014*03;FRV75P901403;Paris | Boulevard Edgar Quinet 9;75114.0;Voirie;3;23/09/2021;Acces libre;9 Boulevard Edgar Quinet 75014 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.841198;2.323891;FR*V75*EPX06*02*1;En maintenance;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*02*1;2022-06-13T04:30:01+02:00;48.85262,2.342107
4;En service;16e Arrondissement;FR*V75*P9016*06;FRV75P901606;Paris | Avenue Victor Hugo 45;75116.0;Voirie;3;23/09/2021;Acces libre;45 Avenue Victor Hugo 75016 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.871464;2.289894;FR*V75*EPX11*05*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*05*4;2022-06-13T04:30:01+02:00;48.865765,2.3664377
5;En service;18e Arrondissement;FR*V75*P9018*02;FRV75P901802;Paris | Rue Caulaincourt 103;75118.0;Voirie;3;23/09/2021;Acces libre;103 Rue Caulaincourt 75018 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;24-juil;Prise type EF;48.889732;2.33891;FR*V75*EPX06*02*2;En maintenance;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*02*2;2022-06-13T04:30:01+02:00;48.85262,2.342107
6;En service;19e Arrondissement;FR*V75*P9019*01;FRV75P901901;Paris | Avenue de Flandre 10;75119.0;Voirie;3;23/09/2021;Acces libre;10 Avenue de Flandre 75019 Paris;FALSE;https://belib.paris;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;24-juil;Prise type EF;48.88472;2.369961;FR*V75*EPX08*03*3;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*3;2022-06-13T04:30:01+02:00;48.872833,2.3193886
7;En service;Paris centre;FR*V75*PPX02*02;FRV75PPX0202;Paris | Rue d Alexandrie 7;75102.0;Voirie;4;23/09/2021;Acces libre;7 Rue d Alexandrie 75002 Paris;TRUE;https://belib.paris;19/05/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.868008;2.3508835;FR*V75*EPX08*03*4;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*4;2022-06-13T04:30:01+02:00;48.872833,2.3193886
8;En service;20e Arrondissement;FR*V75*PPX20*01;FRV75PPX2001;Paris | Rue de la Plaine 25;75120.0;Voirie;6;23/09/2021;Acces libre;25 Rue de la Plaine 75020 Paris;TRUE;https://belib.paris;19/05/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.85006;2.4019644;FR*V75*EPX08*03*5;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*5;2022-06-13T04:30:01+02:00;48.872833,2.3193886
9;En service;Paris centre;FR*V75*PPX04*03;FRV75PPX0403;Paris | Rue Malher 13;75104.0;Voirie;3;23/09/2021;Acces libre;13 Rue Malher 75004 Paris;TRUE;https://belib.paris;25/10/2022;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.85648;2.361378;FR*V75*EPX06*02*3;En maintenance;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*02*3;2022-06-13T04:30:01+02:00;48.85262,2.342107
10;En service;Paris centre;FR*V75*PPX04*04;FRV75PPX0404;Paris | Boulevard Bourdon 9;75104.0;Voirie;6;23/09/2021;Acces libre;9 Boulevard Bourdon 75004 Paris;TRUE;https://belib.paris;28/05/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.848423;2.366004;FR*V75*EPX07*04*1;En maintenance;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*04*1;2022-06-13T04:30:01+02:00;48.849297,2.3077698
11;En service;05e Arrondissement;FR*V75*PPX05*04;FRV75PPX0504;Paris | Rue Monge  99;75105.0;Voirie;5;23/09/2021;Acces libre;495 Rue Monge 75005 Paris;TRUE;https://belib.paris;04/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.841064;2.352048;FR*V75*EPX08*03*1;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*1;2022-06-13T04:30:01+02:00;48.872833,2.3193886
12;En service;07e Arrondissement;FR*V75*PPX07*05;FRV75PPX0705;Paris | Rue Duroc  2;75107.0;Voirie;7;27/09/2022;Acces libre;2 Rue Duroc 75007 Paris;TRUE;https://belib.paris;30/06/2021;Reeservee PMR;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.84828;2.315725;FR*V75*EPX08*03*2;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*03*2;2022-06-13T04:30:01+02:00;48.872833,2.3193886
13;En service;07e Arrondissement;FR*V75*PPX07*05;FRV75PPX0705;Paris | Rue Duroc  2;75107.0;Voirie;7;27/09/2022;Acces libre;2 Rue Duroc 75007 Paris;TRUE;https://belib.paris;30/06/2021;Non accessible;aucune restriction;TRUE;3.0;24-juil;Prise type EF;48.84828;2.315725;FR*V75*EPX14*09*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*09*5;2022-07-21T04:30:02+02:00;48.827686,2.3330016
14;En service;12e Arrondissement;FR*V75*PPX12*02;FRV75PPX1202;Paris | Rue du Charolais 2;75112.0;Voirie;6;27/09/2022;Acces libre;2 Rue du Charolais 75012 Paris;TRUE;https://belib.paris;01/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.83919;2.387853;FR*V75*EPX14*09*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*09*4;2022-07-21T04:30:02+02:00;48.827686,2.3330016
15;En service;20e Arrondissement;FR*V75*PPX20*03;FRV75PPX2003;Paris | Rue Sorbier  14;75120.0;Voirie;6;27/09/2022;Acces libre;14 Rue Sorbier 75020 Paris;TRUE;https://belib.paris;25/11/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.86732;2.3906963;FR*V75*EPX14*09*6;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*09*6;2022-07-21T04:30:02+02:00;48.827686,2.3330016
16;En service;20e Arrondissement;FR*V75*PPX20*03;FRV75PPX2003;Paris | Rue Sorbier  14;75120.0;Voirie;6;27/09/2022;Acces libre;14 Rue Sorbier 75020 Paris;TRUE;https://belib.paris;25/11/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.86732;2.3906963;FR*V75*EPX14*09*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*09*1;2022-07-21T04:30:02+02:00;48.827686,2.3330016
17;En service;11e Arrondissement;FR*V75*PPX11*02;FRV75PPX1102;Paris | Rue de la Roquette  162;75111.0;Voirie;7;23/09/2021;Acces libre;162 Rue de la Roquette 75011 Paris;TRUE;https://belib.paris;08/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.858604;2.384125;FR*V75*EPX14*09*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*09*2;2022-07-21T04:30:02+02:00;48.827686,2.3330016
18;En service;11e Arrondissement;FR*V75*PPX11*02;FRV75PPX1102;Paris | Rue de la Roquette  162;75111.0;Voirie;7;23/09/2021;Acces libre;162 Rue de la Roquette 75011 Paris;TRUE;https://belib.paris;08/07/2021;Reeservee PMR;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.858604;2.384125;FR*V75*EPX14*09*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*09*3;2022-07-21T04:30:02+02:00;48.827686,2.3330016
19;En service;09e Arrondissement;FR*V75*PPX09*12;FRV75PPX0912;Paris | Rue Paul Escudier  2;75112.0;Voirie;6;23/09/2021;Acces libre;2 Rue Paul Escudier 75012 Paris;TRUE;https://belib.paris;25/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.880573;2.3317547;FR*V75*EPX20*09*4;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*4;2022-09-23T04:30:02+02:00;48.8731,2.4092
20;En service;12e Arrondissement;FR*V75*PPX12*04;FRV75PPX1204;Paris | Rue de Charenton  251;75112.0;Voirie;5;23/09/2021;Acces libre;251 Rue de Charenton 75012 Paris;TRUE;https://belib.paris;11/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.83641;2.3922555;FR*V75*EPX20*09*2;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*2;2022-09-23T04:30:02+02:00;48.8731,2.4092
21;En service;11e Arrondissement;FR*V75*PPX11*04;FRV75PPX1104;Paris | Avenue Philippe Auguste 126;75111.0;Voirie;5;23/09/2021;Acces libre;126 Avenue Philippe Auguste 75011 Paris;TRUE;https://belib.paris;24/06/2021;Reeservee PMR;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.857796;2.390264;FR*V75*EPX20*09*3;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*3;2022-09-23T04:30:02+02:00;48.8731,2.4092
22;En service;11e Arrondissement;FR*V75*PPX11*05;FRV75PPX1105;Paris | Boulevard Voltaire  8;75111.0;Voirie;2;23/09/2021;Acces libre;8 Boulevard Voltaire 75011 Paris;TRUE;https://belib.paris;30/06/2022;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.865765;2.3664377;FR*V75*EPX20*09*6;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*6;2022-09-23T04:30:02+02:00;48.8731,2.4092
23;En service;11e Arrondissement;FR*V75*PPX11*07;FRV75PPX1107;Paris | Rue du Commandant Lamy 2;75111.0;Voirie;4;23/09/2021;Acces libre;2 Rue du Commandant Lamy 75011 Paris;TRUE;https://belib.paris;23/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.85579;2.374203;FR*V75*EPX20*09*1;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*1;2022-09-23T04:30:02+02:00;48.8731,2.4092
24;En service;11e Arrondissement;FR*V75*PPX11*07;FRV75PPX1107;Paris | Rue du Commandant Lamy 2;75111.0;Voirie;4;23/09/2021;Acces libre;2 Rue du Commandant Lamy 75011 Paris;TRUE;https://belib.paris;23/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.85579;2.374203;FR*V75*EPX20*09*5;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*09*5;2022-09-23T04:30:02+02:00;48.8731,2.4092
26;En service;13e Arrondissement;FR*V75*PPX13*03;FRV75PPX1303;Paris | Rue de Rungis  2;75113.0;Voirie;6;23/09/2021;Acces libre;2 Rue de Rungis 75013 Paris;TRUE;https://belib.paris;13/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.82195;2.345853;FR*V75*EPX20*07*1;En maintenance;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*07*1;2022-11-07T07:06:48+01:00;48.86143,2.4056437
27;En service;13e Arrondissement;FR*V75*PPX13*04;FRV75PPX1304;Paris | Boulevard Arago 52;75113.0;Voirie;5;23/09/2021;Acces libre;52 Boulevard Arago 75013 Paris;TRUE;https://belib.paris;17/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.835163;2.3446052;FR*V75*E9008*01*1;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9008*01*1;2022-11-02T04:30:03+01:00;48.8655,2.315463
28;En service;12e Arrondissement;FR*V75*PPX12*06;FRV75PPX1206;Paris | Avenue de Saint-Mandee 94;75112.0;Voirie;6;23/09/2021;Acces libre;94 Avenue de Saint-Mandee 75012 Paris;TRUE;https://belib.paris;07/11/2022;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.8444;2.407044;FR*V75*EPX08*09*1;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*09*1;2022-10-26T07:15:25+02:00;48.865772,2.308419
29;En service;16e Arrondissement;FR*V75*PPX16*02;FRV75PPX1602;Paris | Avenue Raphae«l 20;75116.0;Voirie;6;23/09/2021;Acces libre;20 Avenue Raphae«l 75016 Paris;TRUE;https://belib.paris;12/07/2021;Non accessible;aucune restriction;TRUE;3.0;24-juil;Prise type EF;48.85926;2.267881;FR*V75*E9008*01*2;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9008*01*2;2022-11-02T04:30:03+01:00;48.8655,2.315463
30;En service;14e Arrondissement;FR*V75*PPX14*02;FRV75PPX1402;Paris | Boulevard de Port-Royal 97;75114.0;Voirie;6;16/03/2022;Acces libre;97 Boulevard de Port-Royal 75014 Paris;TRUE;https://belib.paris;30/06/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.838314;2.3408663;FR*V75*E9011*03*3;En maintenance;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9011*03*3;2022-11-03T16:24:38+01:00;48.854664,2.387548
31;En service;19e Arrondissement;FR*V75*PPX19*02;FRV75PPX1902;Paris | Avenue de Flandre 61;75119.0;Voirie;7;23/09/2021;Acces libre;61 Avenue de Flandre 75019 Paris;TRUE;https://belib.paris;12/07/2021;Reeservee PMR;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.888195;2.37308;FR*V75*E9008*01*3;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9008*01*3;2022-11-02T04:30:03+01:00;48.8655,2.315463
32;En service;19e Arrondissement;FR*V75*PPX19*02;FRV75PPX1902;Paris | Avenue de Flandre 61;75119.0;Voirie;7;23/09/2021;Acces libre;61 Avenue de Flandre 75019 Paris;TRUE;https://belib.paris;12/07/2021;Non accessible;aucune restriction;TRUE;3.0;24-juil;Prise type EF;48.888195;2.37308;FR*V75*EPX08*09*2;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*09*2;2022-10-26T07:15:14+02:00;48.865772,2.308419
36;En service;16e Arrondissement;FR*V75*PPX16*07;FRV75PPX1607;Paris | square Tolstoe¯ 2;75116.0;Voirie;6;23/09/2021;Acces libre;2 square Tolstoe¯ 75016 Paris;TRUE;https://belib.paris;22/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.8531;2.261698;FR*V75*EPX15*25*2;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*25*2;2022-11-14T08:03:13+01:00;48.8349,2.3026
38;En service;18e Arrondissement;FR*V75*PPX18*02;FRV75PPX1802;Paris | Rue Henri Huchard 48;75118.0;Voirie;6;23/09/2021;Acces libre;48 Rue Henri Huchard 75018 Paris;TRUE;https://belib.paris;13/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.89919;2.330375;FR*V75*E9005*02*3;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9005*02*3;2022-11-22T04:20:17+01:00;48.84477,2.35242
39;En service;19e Arrondissement;FR*V75*PPX19*03;FRV75PPX1903;Paris | Rue Jacques Duchesne 1;75119.0;Voirie;6;23/09/2021;Acces libre;1 Rue Jacques Duchesne 75019 Paris;TRUE;https://belib.paris;13/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.898933;2.3740363;FR*V75*E9010*03*1;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9010*03*1;2022-11-22T04:30:03+01:00;48.8789,2.355064
40;En service;19e Arrondissement;FR*V75*PPX19*03;FRV75PPX1903;Paris | Rue Jacques Duchesne 1;75119.0;Voirie;6;23/09/2021;Acces libre;1 Rue Jacques Duchesne 75019 Paris;TRUE;https://belib.paris;13/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.898933;2.3740363;FR*V75*EPX15*25*4;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*25*4;2022-11-14T08:04:02+01:00;48.8349,2.3026
41;En service;20e Arrondissement;FR*V75*PPX20*07;FRV75PPX2007;Paris | Rue de Bagnolet 142;75120.0;Voirie;5;23/09/2021;Acces libre;142 Rue de Bagnolet 75020 Paris;TRUE;https://belib.paris;21/07/2021;Non accessible;aucune restriction;FALSE;7.0;24-juil;Prise type EF;48.86143;2.4056437;FR*V75*E9010*03*2;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9010*03*2;2022-11-22T04:30:03+01:00;48.8789,2.355064
