ID PDC local;Statut du point de recharge;URL Description Point de charge;Heure mise à jour;Coordonnées géographiques;Adresse station;Code INSEE commune;Arrondissement
FR*V75*E9013*03*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9013*03*2;2022-12-02T04:30:04+01:00;48.8355,2.34965;21 Rue Berbier du Mets 75013 Paris;75113;13e Arrondissement
FR*V75*E9018*05*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9018*05*1;2022-12-02T04:30:04+01:00;48.89061,2.35423;27 Rue Ordener 75018 Paris;75118;18e Arrondissement
FR*V75*E9020*03*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9020*03*3;2022-12-02T04:30:04+01:00;48.872906,2.378283;5 Rue Jules Romains 75020 Paris;75120;19e Arrondissement
FR*V75*EPX04*08*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX04*08*3;2022-12-02T13:29:25+01:00;48.858505,2.3543751;37 Rue Sainte-Croix de la Bretonnerie 75004 Paris;75104;Paris centre
FR*V75*EPX08*17*5;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*17*5;2022-12-02T13:30:45+01:00;48.87006,2.312597;2 Avenue Matignon 75008 Paris;75108;08e Arrondissement
FR*V75*EPX05*02*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*02*2;2022-12-02T04:30:04+01:00;48.84196,2.347262;1 Rue Pierre Brossolette 75005 Paris;75105;05e Arrondissement
FR*V75*EPX12*06*2;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*06*2;2022-12-02T13:13:33+01:00;48.8444,2.407044;94 Avenue de Saint-Mandé 75012 Paris;75112;12e Arrondissement
FR*V75*EPX05*08*3;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*08*3;2022-12-02T13:34:10+01:00;48.842007,2.3430684;66 Rue Gay-Lussac 75005 Paris;75105;05e Arrondissement
FR*V75*EPX15*01*3;En maintenance;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*01*3;2022-12-02T04:30:04+01:00;48.8326,2.2788854;1 Rue du Colonel Pierre Avia 75015 Paris;75115;15e Arrondissement
FR*V75*EPX01*03*6;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX01*03*6;2022-12-02T13:39:31+01:00;48.85881,2.3449502;14 Rue Bertin Poirée 75001 Paris;75101;Paris centre
FR*V75*EPX15*35*3;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*35*3;2022-12-02T13:46:37+01:00;48.844707,2.3198109;4 Avenue du Maine 75015 Paris;75115;15e Arrondissement
FR*V75*EPX08*14*6;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*14*6;2022-12-02T13:43:38+01:00;48.87057,2.301121;44 Avenue George V 75008 Paris;75108;08e Arrondissement
FR*V75*EPX08*07*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*07*2;2022-12-02T13:43:56+01:00;48.881832,2.32056;73 Rue de Rome 75008 Paris;75108;08e Arrondissement
FR*V75*EPX15*16*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*16*3;2022-12-02T13:50:35+01:00;48.838314,2.2943442;171 Rue de la Convention 75015 Paris;75115;15e Arrondissement
FR*V75*EPX15*09*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*09*2;2022-12-02T13:57:03+01:00;48.835426,2.2851648;74 Rue Vasco de Gama 75015 Paris;75115;15e Arrondissement
FR*V75*EPX19*02*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*02*2;2022-12-02T04:30:04+01:00;48.888195,2.37308;61 Avenue de Flandre 75019 Paris;75119;19e Arrondissement
FR*V75*EPX17*25*1;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*25*1;2022-12-02T14:19:58+01:00;48.882423,2.2922037;170 boulevard Pereire 75017 Paris;75117;17e Arrondissement
FR*V75*EPX16*13*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*13*5;2022-12-02T14:10:05+01:00;48.8735,2.2843;115 Avenue de Malakoff 75016 Paris;75116;16e Arrondissement
FR*V75*EPX07*05*4;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*05*4;2022-12-02T14:14:19+01:00;48.84828,2.315725;2 Rue Duroc 75007 Paris;75107;07e Arrondissement
FR*V75*EPX02*09*6;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX02*09*6;2022-12-02T13:59:59+01:00;48.86781,2.34525;116 Rue Réaumur 75002 Paris;75102;Paris centre
FR*V75*EPX08*01*3;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*01*3;2022-12-02T14:25:14+01:00;48.869644,2.3036203;62 Rue Pierre Charron 75008 Paris;75108;08e Arrondissement
FR*V75*EPX11*15*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*15*3;2022-12-02T14:26:24+01:00;48.85189,2.376434;104 Avenue Ledru Rollin 75011 Paris;75111;11e Arrondissement
FR*V75*EPX08*05*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*05*1;2022-12-02T14:21:29+01:00;48.874165,2.2976358;42 Avenue de Friedland 75008 Paris;75108;08e Arrondissement
FR*V75*EPX10*01*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*01*2;2022-12-02T14:23:44+01:00;48.87026,2.3600461;1 Rue Pierre Chausson 75010 Paris;75110;10e Arrondissement
FR*V75*EPX08*10*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*10*5;2022-12-02T14:20:52+01:00;48.87835,2.3044934;69 Rue de Courcelles 75008 Paris;75108;08e Arrondissement
FR*V75*EPX17*01*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*01*1;2022-12-02T14:25:12+01:00;48.878258,2.2967632;6 Avenue des Ternes 75017 Paris;75117;17e Arrondissement
FR*V75*E9017*04*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9017*04*1;2022-12-02T14:30:40+01:00;48.88117,2.313751;12 Boulevard de Courcelles 75017 Paris;75117;17e Arrondissement
FR*V75*EPX14*11*6;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*11*6;2022-12-02T14:51:34+01:00;48.82668,2.3237355;34 Avenue Jean Moulin 75014 Paris;75114;14e Arrondissement
FR*V75*EPX05*09*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*09*4;2022-12-02T04:30:04+01:00;48.84443,2.3522773;58 Rue Monge 75005 Paris;75105;05e Arrondissement
FR*V75*EPX16*17*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*17*4;2022-12-02T14:27:42+01:00;48.8433,2.2595;77 Boulevard Exelmans 75016 Paris;75116;16e Arrondissement
FR*V75*EPX12*15*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*15*4;2022-12-02T14:38:45+01:00;48.83519,2.4002905;26 Rue Claude Decaen 75012 Paris;75112;12e Arrondissement
FR*V75*E9011*02*2;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9011*02*2;2022-12-02T14:32:08+01:00;48.865097,2.36554;27 Boulevard du Temple 75011 Paris;75111;11e Arrondissement
FR*V75*EPX12*07*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*07*4;2022-12-02T04:30:04+01:00;48.84837,2.367915;20 Boulevard de la Bastille 75012 Paris;75112;12e Arrondissement
FR*V75*EPX01*02*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX01*02*3;2022-12-02T14:42:37+01:00;48.86409,2.3437343;62 Jean-Jacques Rousseau 75001 Paris;75101;Paris centre
FR*V75*EPX05*09*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*09*5;2022-12-02T14:52:21+01:00;48.84443,2.3522773;58 Rue Monge 75005 Paris;75105;05e Arrondissement
FR*V75*EPX09*06*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX09*06*4;2022-12-02T04:30:04+01:00;48.87359,2.3466527;13 Rue du conservatoire 75009 Paris;75109;09e Arrondissement
FR*V75*EPX02*03*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX02*03*4;2022-12-02T14:28:43+01:00;48.870564,2.3408933;43 Rue Vivienne 75002 Paris;75102;Paris centre
FR*V75*EPX16*14*3;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*14*3;2022-12-02T04:30:04+01:00;48.864,2.2806;42 bis Avenue Georges Mandel 75016 Paris;75116;16e Arrondissement
FR*V75*EPX05*13*6;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*13*6;2022-12-02T04:30:04+01:00;48.8415,2.338973;25 Rue Henri Barbusse 75005 Paris;75105;05e Arrondissement
FR*V75*EPX07*12*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*12*1;2022-12-02T04:30:04+01:00;48.851284,2.312916;6 place du Président Mithouard 75007 Paris;75107;07e Arrondissement
FR*V75*EPX07*14*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*14*4;2022-12-02T04:30:04+01:00;48.859367,2.3195393;2 Rue de Martignac 75007 Paris;75107;07e Arrondissement
FR*V75*EPX12*18*3;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*18*3;2022-12-02T04:30:04+01:00;48.84036,2.378739;5 boulevard de Bercy 75012 Paris;75112;12e Arrondissement
FR*V75*EPX12*18*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*18*5;2022-12-02T04:30:04+01:00;48.84036,2.378739;5 boulevard de Bercy 75012 Paris;75112;12e Arrondissement
FR*V75*EPX15*31*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*31*3;2022-12-02T04:30:04+01:00;48.84391,2.279693;44 Rue Sébastien Mercier 75015 Paris;75115;15e Arrondissement
FR*V75*EHBSAG*LOB*02*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EHBSAG*LOB*02*3;2022-12-02T04:30:04+01:00;48.856796,2.3538697;4 Rue de Lobau 75004 Paris;75104;Paris centre
FR*V75*EHBSAG*LOB*04*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EHBSAG*LOB*04*1;2022-12-02T04:30:04+01:00;48.856796,2.3538697;4 Rue de Lobau 75004 Paris;75104;Paris centre
FR*V75*EHBSAE*PDA*04*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EHBSAE*PDA*04*2;2022-12-02T04:30:04+01:00;48.846973,2.2558389;1-3 Av. du Général Sarrail 75016 Paris;16116;16e Arrondissement
FR*V75*EPX08*20*3;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*20*3;2022-12-02T14:53:28+01:00;48.876186,2.3082976;40 Rue de Courcelles 75008 Paris;75108;08e Arrondissement
FR*V75*EPX15*11*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*11*2;2022-12-02T14:59:23+01:00;48.842567,2.2848904;75 Rue de la Convention 75015 Paris;75115;15e Arrondissement
FR*V75*EPX06*07*6;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*07*6;2022-12-02T14:58:24+01:00;48.85245,2.3314662;38 Rue du Four 75006 Paris;75106;06e Arrondissement
FR*V75*EPX17*19*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*19*1;2022-12-02T15:00:39+01:00;48.884953,2.3035011;19 Rue Brémontier 75017 Paris;75117;17e Arrondissement
FR*V75*EPX08*12*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*12*5;2022-12-02T05:02:24+01:00;48.872448,2.3041663;10 Rue de Berri 75008 Paris;75108;08e Arrondissement
FR*V75*EPX17*03*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*03*4;2022-12-02T12:28:58+01:00;48.888447,2.3160603;22 Place Charles Fillion 75017 Paris;75117;17e Arrondissement
FR*V75*EPX04*05*1;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX04*05*1;2022-12-02T12:26:04+01:00;48.851254,2.3564553;36 Quai de Béthune 75004 Paris;75104;Paris centre
FR*V75*EPX17*12*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*12*2;2022-12-02T12:37:54+01:00;48.876,2.2884;40 Avenue de la Grande Armée 75017 Paris;75117;17e Arrondissement
FR*V75*EPX19*10*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*10*2;2022-12-02T12:41:57+01:00;48.8777,2.3916;8 Rue de Crimée 75019 Paris;75119;19e Arrondissement
FR*V75*EPX04*02*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX04*02*1;2022-12-02T12:56:38+01:00;48.855366,2.3591938;80 Rue François Miron 75004 Paris;75104;Paris centre
FR*V75*EPX18*16*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*16*3;2022-12-02T12:56:09+01:00;48.885006,2.3475914;16 Rue Sofia 75018 Paris;75118;18e Arrondissement
