ID PDC local;Statut du point de recharge;URL Description Point de charge;Heure mise à jour;Coordonnées géographiques;Adresse station;Code INSEE commune;Arrondissement
FR*V75*EPX19*14*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*14*1;2022-12-02T10:05:41+01:00;48.87274,2.3782985;1 Rue Jules Romains 75019 Paris;75119;19e Arrondissement
FR*V75*EPX15*10*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*10*1;2022-12-02T10:55:14+01:00;48.842594,2.2920513;26 Place Etienne Pernet 75015 Paris;75115;15e Arrondissement
FR*V75*EPX15*36*5;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*36*5;2022-12-02T11:06:22+01:00;48.842644,2.313266;41 Boulevard Pasteur 75015 Paris;75115;15e Arrondissement
FR*V75*EPX16*07*2;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*07*2;2022-12-02T11:08:40+01:00;48.8531,2.261698;2 square Tolstoï 75016 Paris;75116;16e Arrondissement
FR*V75*EPX16*28*6;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*28*6;2022-12-02T11:12:25+01:00;48.85857,2.2851212;23 Boulevard Delessert 75016 Paris;75116;16e Arrondissement
FR*V75*EPX13*12*4;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*12*4;2022-12-02T11:25:25+01:00;48.820423,2.3512075;12 Rue Gouthière 75013 Paris;75113;13e Arrondissement
FR*V75*EPX18*09*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*09*5;2022-12-02T11:13:45+01:00;48.8949,2.3355;162 Rue Championnet 75018 Paris;75118;18e Arrondissement
FR*V75*EPX15*02*7;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*02*7;2022-12-02T11:16:04+01:00;48.841404,2.28136;56 Rue Lacordaire 75015 Paris;75115;15e Arrondissement
FR*V75*EPX15*04*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*04*2;2022-12-02T11:12:30+01:00;48.83984,2.273328;19 Rue Leblanc 75015 Paris;75115;15e Arrondissement
FR*V75*EPX12*07*6;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*07*6;2022-12-02T11:40:34+01:00;48.84837,2.367915;20 Boulevard de la Bastille 75012 Paris;75112;12e Arrondissement
FR*V75*EPX15*03*2;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*03*2;2022-12-02T11:40:46+01:00;48.845806,2.3038075;21 Rue Miollis 75015 Paris;75115;15e Arrondissement
FR*V75*E9012*04*2;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9012*04*2;2022-12-02T11:21:22+01:00;48.846294,2.374877;2 Rue Abel 75012 Paris;75112;12e Arrondissement
FR*V75*EPX18*03*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*03*4;2022-12-02T08:14:05+01:00;48.89905,2.3649826;52 Rue Charles Hermite 75018 Paris;75118;18e Arrondissement
FR*V75*EPX14*02*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*02*5;2022-12-02T11:55:33+01:00;48.838314,2.3408663;97 Boulevard de Port-Royal 75014 Paris;75114;14e Arrondissement
FR*V75*EPX15*19*2;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*19*2;2022-12-02T12:14:13+01:00;48.8304,2.295999;80 Rue de Dantzig 75015 Paris;75115;15e Arrondissement
FR*V75*EPX11*07*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*07*4;2022-12-02T10:36:03+01:00;48.85579,2.374203;2 Rue du Commandant Lamy 75011 Paris;75111;11e Arrondissement
FR*V75*EPX15*04*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*04*4;2022-12-02T10:49:36+01:00;48.83984,2.273328;19 Rue Leblanc 75015 Paris;75115;15e Arrondissement
FR*V75*E9012*03*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9012*03*3;2022-12-02T10:06:49+01:00;48.847485,2.401736;66 Cours de Vincennes 75012 Paris;75112;12e Arrondissement
FR*V75*EPX17*20*2;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*20*2;2022-12-02T09:43:02+01:00;48.87683,2.2928;28 Avenue Carnot 75017 Paris;75117;17e Arrondissement
FR*V75*EPX19*12*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*12*4;2022-12-02T09:24:10+01:00;48.89166,2.3775942;119 Avenue de Flandre 75019 Paris;75119;19e Arrondissement
FR*V75*EPX15*08*2;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*08*2;2022-12-02T09:56:17+01:00;48.83892,2.282485;109 Avenue Félix Faure 75015 Paris;75115;15e Arrondissement
FR*V75*EPX15*15*3;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*15*3;2022-12-02T09:56:59+01:00;48.845108,2.287503;79 Rue de Lourmel 75015 Paris;75115;15e Arrondissement
FR*V75*EPX18*08*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*08*3;2022-12-02T10:13:52+01:00;48.8954,2.35;28 Rue Championnet 75018 Paris;75118;18e Arrondissement
FR*V75*EPX06*08*6;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*08*6;2022-12-02T10:16:28+01:00;48.843006,2.3280363;2 Rue Péguy 75006 Paris;75106;06e Arrondissement
FR*V75*EPX08*21*1;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*21*1;2022-12-02T08:51:40+01:00;48.87236,2.326167;19 Rue Tronchet 75008 Paris;75108;08e Arrondissement
FR*V75*EPX06*01*2;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*01*2;2022-12-02T08:53:36+01:00;48.8516,2.3361368;9 Rue Lobineau 75006 Paris;75106;06e Arrondissement
FR*V75*EPX18*15*5;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*15*5;2022-12-02T09:06:25+01:00;48.892082,2.3331354;220 Rue Marcadet 75018 Paris;75118;18e Arrondissement
FR*V75*EPX11*06*4;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*06*4;2022-12-02T11:07:12+01:00;48.86023,2.3719914;63 Boulevard Richard Lenoir 75011 Paris;75111;11e Arrondissement
FR*V75*EPX16*28*7;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*28*7;2022-12-02T11:04:46+01:00;48.85857,2.2851212;23 Boulevard Delessert 75016 Paris;75116;16e Arrondissement
FR*V75*EPX14*10*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*10*4;2022-12-02T11:05:38+01:00;48.83912,2.337229;66 Rue Henri Barbusse 75014 Paris;75114;14e Arrondissement
FR*V75*EPX11*11*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*11*3;2022-12-02T11:09:15+01:00;48.852573,2.3830369;27 Rue Faidherbe 75011 Paris;75111;11e Arrondissement
FR*V75*EPX15*35*5;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*35*5;2022-12-02T11:25:49+01:00;48.844707,2.3198109;4 Avenue du Maine 75015 Paris;75115;15e Arrondissement
FR*V75*EPX18*11*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*11*2;2022-12-02T11:26:44+01:00;48.88508,2.3375535;1bis Rue Ravignan 75018 Paris;75118;18e Arrondissement
FR*V75*EPX14*12*3;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*12*3;2022-12-02T11:30:51+01:00;48.83126,2.313088;145 Rue Raymond Losserand 75014 Paris;75114;14e Arrondissement
FR*V75*EPX05*02*5;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*02*5;2022-12-02T11:34:08+01:00;48.84196,2.347262;1 Rue Pierre Brossolette 75005 Paris;75105;05e Arrondissement
FR*V75*EPX15*04*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*04*1;2022-12-02T11:39:15+01:00;48.83984,2.273328;19 Rue Leblanc 75015 Paris;75115;15e Arrondissement
FR*V75*E9012*04*3;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9012*04*3;2022-12-02T11:21:22+01:00;48.846294,2.374877;2 Rue Abel 75012 Paris;75112;12e Arrondissement
FR*V75*EPX12*16*2;Occupé (en charge);https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*16*2;2022-12-02T11:46:46+01:00;48.835518,2.3850355;7 Rue de Pommard 75012 Paris;75112;12e Arrondissement
FR*V75*EPX20*08*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*08*2;2022-12-02T11:46:07+01:00;48.855225,2.3984911;24 Rue Monte Cristo 75020 Paris;75120;20e Arrondissement
FR*V75*EPX07*10*5;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*10*5;2022-12-02T11:49:35+01:00;48.851128,2.3106372;26 Avenue Duquesne 75007 Paris;75107;07e Arrondissement
FR*V75*EPX19*01*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*01*2;2022-12-02T12:09:53+01:00;48.879482,2.388647;304 Rue Botzaris 75019 Paris;75119;19e Arrondissement
FR*V75*EPX17*20*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*20*4;2022-12-02T12:02:19+01:00;48.87683,2.2928;28 Avenue Carnot 75017 Paris;75117;17e Arrondissement
FR*V75*EPX15*06*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*06*4;2022-12-02T12:11:46+01:00;48.839577,2.2986453;11 Rue Gerbert 75015 Paris;75115;15e Arrondissement
FR*V75*E9007*05*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9007*05*2;2022-12-02T04:30:04+01:00;48.860657,2.311441;22 Rue Fabert 75007 Paris;75107;07e Arrondissement
FR*V75*E9008*04*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9008*04*2;2022-12-02T04:30:04+01:00;48.86937,2.303269;55 Rue Pierre Charron 75008 Paris;75108;08e Arrondissement
FR*V75*E9014*02*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9014*02*3;2022-12-02T04:30:04+01:00;48.824387,2.336857;46 Avenue Reille 75014 Paris;75114;14e Arrondissement
FR*V75*E9016*01*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9016*01*3;2022-12-02T04:30:04+01:00;48.876163,2.286403;77 Avenue de la Grande Armée 75016 Paris;75116;16e Arrondissement
FR*V75*EPX03*01*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX03*01*4;2022-12-02T04:30:04+01:00;48.86334,2.3526978;204 Rue Saint-Martin 75003 Paris;75103;Paris centre
FR*V75*EPX15*03*7;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*03*7;2022-12-02T04:30:04+01:00;48.845806,2.3038075;21 Rue Miollis 75015 Paris;75115;15e Arrondissement
FR*V75*EPX15*11*3;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*11*3;2022-12-02T04:30:04+01:00;48.842567,2.2848904;75 Rue de la Convention 75015 Paris;75115;15e Arrondissement
FR*V75*EPX15*17*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*17*4;2022-12-02T04:30:04+01:00;48.848923,2.3045475;112 Avenue de Suffren 75015 Paris;75115;15e Arrondissement
FR*V75*EPX17*05*4;En maintenance;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*05*4;2022-12-02T04:30:04+01:00;48.894165,2.3211582;66 Rue de la Jonquière 75017 Paris;75117;17e Arrondissement
FR*V75*EPX18*02*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*02*4;2022-12-02T04:30:04+01:00;48.89919,2.330375;48 Rue Henri Huchard 75018 Paris;75118;18e Arrondissement
FR*V75*EPX10*08*4;Inconnu;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*08*4;2022-12-02T04:30:04+01:00;48.87081,2.354076;6 Rue de Metz 75010 Paris;75110;10e Arrondissement
FR*V75*EPX11*13*1;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*13*1;2022-12-02T04:30:04+01:00;48.85366,2.3923485;65 Avenue Philippe Auguste 75011 Paris;75111;11e Arrondissement
FR*V75*EPX18*06*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*06*2;2022-12-02T04:30:04+01:00;48.8913,2.3385;150 Rue Marcadet 75018 Paris;75118;18e Arrondissement
FR*V75*EPX15*28*2;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*28*2;2022-12-02T04:30:04+01:00;48.8373,2.2787;108 Rue Balard 75015 Paris;75115;15e Arrondissement
FR*V75*EPX17*06*4;Disponible;https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*06*4;2022-12-02T04:30:04+01:00;48.8955,2.3283;1 Rue Navier 75017 Paris;75117;18e Arrondissement
